SN,NEWID,GENDER,PSLE,REPEAT,INTAKE,SEC SCHOOL,KI,GP,KI (A),MA2,FM2,CP2,PH2,CH2,BY2,EL2,EL2 (A),ELL2,EC2,EC2 (A),EH2,EH2 (A),EG2,EG2 (A),S1_2,S2_2,S3_2,S4_2,S5_2,FR2,GM2,SP2,MA1,PH1,CH1,EL1,EC1,EH1,EG1,JP1,NO OF CCA
321,20190321,M,0,NA,JAE Ordinary Admission,COMMONWEALTH SECONDARY SCHOOL,,58.3,,47.8,,,71.3,69,,,,,58.9,,,,,,,,,,,,,,,,,,,,,,1
322,20190322,M,0,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,,61,,67.1,,,69.8,64.4,,,,,59.1,,,,,,,,,,,,,,,,,,,,,,1
323,20190323,M,254,NA,IP (X),SCHOOL X,,63.5,,55.1,,,60.2,50,,,,,61.9,,,,,,,,,,,,,,,,,,,,,,1
324,20190324,F,0,NA,JAE Ordinary Admission,CEDAR GIRLS' SECONDARY SCHOOL,,55,,58,,53.6,63.6,,,,,,51.2,,,,,,,,,,,,,,,,,,,,,,2
325,20190325,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,55.7,,53,,,61.7,54.3,,,,,47,,,,,,,,,,,,,,,,,,,,,,1
326,20190326,F,244,NA,Appeals (Academic),CRESCENT GIRLS' SCHOOL,,47.7,,40.3,,,,53.1,47.2,,,,46,,,,,,,,,,,,,,,,,,,,,,1
327,20190327,F,262,NA,IP (Y),SCHOOL Y,,54.9,,34.8,,,,55.2,62.9,,,,,,,,,,,,,,,,,,,,,,57.8,,,,1
328,20190328,F,256,NA,IP (Y),SCHOOL Y,,59,,70.2,,,69.3,84.2,,,,,66.4,,,,,,,,,,,,,,,,,,,,,,1
329,20190329,M,256,NA,IP (X),SCHOOL X,,63.3,,56.2,,,59.9,65.8,,,,,57.9,,,,,,,,,,,,,,,,,,,,,,1
330,20190330,M,255,NA,IP (X),SCHOOL X,,56.6,,46.8,,,,59.5,,59.7,,,57.2,,,,,,,,,,,,,,,,,,,,,,1
331,20190331,F,264,NA,IP (Y),SCHOOL Y,,63,,,,,,,,65,,,44.7,,,,,,63.3,,,,,,,,34.4,,,,,,,,1
332,20190332,M,0,NA,IP (X),SCHOOL X,60.5,,,69.7,,69.2,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
333,20190333,F,261,NA,IP (Y),SCHOOL Y,,56.3,,35.2,,,,,,,,,62.9,,57.8,,,,,,,65.7,,,,,,,,,,,,,1
334,20190334,M,256,NA,IP (X),SCHOOL X,,50.5,,55.1,,,68.2,73.1,,,,,,,,,,,,,,69.5,,,,,,,,,,,,,2
335,20190335,M,0,NA,IP (X),SCHOOL X,64.3,,,92.6,,,76,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2
336,20190336,M,261,NA,IP (X),SCHOOL X,,56.2,,,,,,,,53.6,,,56.2,,,,50,,,,,,,,,,64,,,,,,,,1
337,20190337,M,0,NA,JAE Ordinary Admission,YUYING SECONDARY SCHOOL,,56.7,,73.7,,,71.9,73.3,,,,,58.5,,,,,,,,,,,,,,,,,,,,,,1
338,20190338,F,269,NA,IP (Y),SCHOOL Y,,52.9,,48.7,,51.6,49.2,,,,,,53,,,,,,,,,,,,,,,,,,,,,,2
339,20190339,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,45.3,,37,,,,41.8,47,,,,45.1,,,,,,,,,,,,,,,,,,,,,,2
340,20190340,M,257,NA,IP (X),SCHOOL X,,50.7,,60,,,,64.1,60.6,,,,52.2,,,,,,,,,,,,,,,,,,,,,,1
341,20190341,M,259,NA,IP (X),SCHOOL X,,57.8,,79.9,,78.1,,84.9,,,,,,,,,,,,,,63.9,,,,,,,,,,,,,1
342,20190342,M,0,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,,50.4,,44.8,,,52.3,48.7,,,,,55,,,,,,,,,,,,,,,,,,,,,,1
343,20190343,M,0,NA,DSA,ST. JOSEPH'S INSTITUTION,,48.7,,82,69.8,,70.8,,,,,,,,,,,,69,,,,,,,,,,,,,,,,2
344,20190344,M,0,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,,53.1,,49.3,,,57.5,52.7,,,,,55.7,,,,,,,,,,,,,,,,,,,,,,1
345,20190345,M,0,NA,JAE Ordinary Admission,GAN ENG SENG SCHOOL,,46.9,,57.9,,,,70.9,63.7,,,,48.9,,,,,,,,,,,,,,,,,,,,,,1
346,20190346,M,255,NA,IP (X),SCHOOL X,,60.5,,76.9,,,72.9,86.7,,,,,66.1,,,,,,,,,,,,,,,,,,,,,,1
347,20190347,F,231,NA,IP (Y),SCHOOL Y,,54.9,,37.4,,,,,,,,,55,,59.4,,,,,,,,,,,,,,51.5,,,,,,1
348,20190348,F,244,NA,IP (Y),SCHOOL Y,,60.5,,46.6,,,,48.3,63.5,,,,55.2,,,,,,,,,,,,,,,,,,,,,,1
349,20190349,M,0,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,,48.8,,42.6,,,46,58,,,,,51.4,,,,,,,,,,,,,,,,,,,,,,0
350,20190350,M,0,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,,53.7,,51.3,,,,73.8,64.4,,,,,,,,,,,,60,,,,,,,,,,,,,,1
351,20190351,M,241,NA,IP (X),SCHOOL X,,52.2,,57.5,,,56.5,57.6,,,,,47.9,,,,,,,,,,,,,,,,,,,,,,1
352,20190352,M,232,NA,IP (X),SCHOOL X,,56.6,,49.3,,,51.5,50.6,,,,,55.4,,,,,,,,,,,,,,,,,,,,,,1
353,20190353,M,251,NA,IP (X),SCHOOL X,,48.9,,62.3,,,51.3,58.6,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,1
354,20190354,F,0,NA,IP (Y),SCHOOL Y,,56.9,,,,,,,,,,51.4,51.4,,,,,,66.9,,,,,,,,76.6,,,,,,,,1
355,20190355,F,272,NA,IP (Y),SCHOOL Y,,66.4,,76.7,,,70.8,80.1,,,,,72,,,,,,,,,,,,,,,,,,,,,,1
356,20190356,M,261,NA,IP (X),SCHOOL X,,61.5,,37.5,,,,62.7,63.8,,,,,,,,,,,,,,,,,,,,,,62.7,,,,1
357,20190357,F,0,NA,JAE Ordinary Admission,SWISS COTTAGE SECONDARY SCHOOL,,47.5,,34.5,,,,30.2,61.1,,,,49,,,,,,,,,,,,,,,,,,,,,,1
358,20190358,M,256,NA,IP (X),SCHOOL X,,50.7,,54.8,,,51.6,59.2,,,,,57.7,,,,,,,,,,,,,,,,,,,,,,1
359,20190359,F,260,NA,IP (Y),SCHOOL Y,,57,,52.9,,,59.2,54.4,,,,,50.6,,,,,,,,,,,,,,,,,,,,,,1
360,20190360,F,256,NA,IP (Y),SCHOOL Y,,53.2,,33.3,,,,62.6,47.3,,,,,,,,,,,,,,,,,,,,,,44.7,,,,1
361,20190361,M,254,NA,IP (X),SCHOOL X,,64.3,,81.8,,,,86.1,78.8,,,,61.2,,,,,,,,,,,,,,,,,,,,,,1
362,20190362,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,51.6,,73.3,,,68.6,71.1,,,,,56.5,,,,,,,,,,,,,,,,,,,,,,2
363,20190363,M,257,NA,IP (X),SCHOOL X,,50.2,,46.5,,,,53.2,58.6,,,,60.1,,,,,,,,,,,,,,,,,,,,,,1
364,20190364,M,257,NA,IP (X),SCHOOL X,,,68.7,,,,,,,,66.2,,,47.7,,64.8,,,,,,,,,,,,,,,,,,,1
365,20190365,M,0,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,,55.2,,70.9,,,62.5,57.1,,,,,55.4,,,,,,,,,,,,,,,,,,,,,,2
366,20190366,M,0,NA,JAE Ordinary Admission,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",,50.8,,47.8,,,59.9,67.6,,,,,53.6,,,,,,,,,,,,,,,,,,,,,,1
367,20190367,F,253,NA,IP (Y),SCHOOL Y,,66.7,,69.6,,,,81.8,67.2,,,,63,,,,,,,,,,,,,,,,,,,,,,1
368,20190368,F,0,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,,51.4,,42.8,,,48.8,49.5,,59.7,,,,,,,,,,,,,,,,,,,,,,,,,1
369,20190369,M,253,NA,IP (X),SCHOOL X,,47.9,,44.4,,,57.2,50.2,,,,,,,,,,,,,,,,,,,,,,,48.9,,,,1
370,20190370,F,0,NA,JAE Ordinary Admission,TANJONG KATONG GIRLS' SCHOOL,,59,,34.1,,,60.6,44.7,,,,,60.2,,,,,,,,,,,,,,,,,,,,,,1
371,20190371,M,257,NA,IP (X),SCHOOL X,,60.9,,,,,,,,59.9,,,41.9,,49,,,,,,,,,,,,60.1,,,,,,,,0
372,20190372,F,265,NA,IP (Y),SCHOOL Y,,46.3,,51.1,,,,48.9,51.9,,,,42.9,,,,,,,,,,,,,,,,,,,,,,1
373,20190373,F,0,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,,50.5,,33,,,,41.3,49.3,,,,50.7,,,,,,,,,,,,,,,,,,,,,,1
374,20190374,F,254,NA,IP (Y),SCHOOL Y,,59.6,,74.8,,,77.8,81.7,,,,,62.3,,,,,,,,,,,,,,,,,,,,,,2
375,20190375,F,0,NA,JAE Ordinary Admission,WOODLANDS SECONDARY SCHOOL,,46.6,,43.2,,,,48.2,,,,,59.6,,,,,,,,,67.6,,,,,,,,,,,,,1
376,20190376,M,0,NA,JAE Ordinary Admission,BEATTY SECONDARY SCHOOL,,41.7,,38.8,,,50.7,50.2,,,,,,,,,,,,,51.5,,,,,,,,,,,,,,1
377,20190377,M,262,NA,IP (X),SCHOOL X,,59.1,,57.7,,,59.3,62.7,,,,,57.8,,,,,,,,,,,,,,,,,,,,,,1
378,20190378,F,266,NA,IP (Y),SCHOOL Y,,60.7,,61.6,,,,,,,59,,,60.2,,57.2,,,,,,,,,,,,,,,,,,,2
379,20190379,M,0,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,,59.5,,42.1,,,61.7,59.5,,,,,52.5,,,,,,,,,,,,,,,,,,,,,,1
380,20190380,F,0,NA,JAE Ordinary Admission,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,,50.5,,46.7,,,,52,63.4,,,,52.1,,,,,,,,,,,,,,,,,,,,,,0
381,20190381,F,259,NA,IP (Y),SCHOOL Y,,59.7,,72.8,,,70.5,79,,,,,62.9,,,,,,,,,,,,,,,,,,,,,,2
382,20190382,F,258,NA,IP (Y),SCHOOL Y,,48.6,,53.1,,,,,,,64.2,,,56.2,,60,,,,,,,,,,,,,,,,,,,1
383,20190383,M,260,NA,IP (X),SCHOOL X,,69.9,,92.3,,,92.6,93.8,,,,,78.5,,,,,,,,,,,,,,,,,,,,,,1
384,20190384,F,265,NA,IP (Y),SCHOOL Y,,50.8,,68.1,,,,81.3,73,,,,63.1,,,,,,,,,,,,,,,,,,,,,,1
385,20190385,F,249,NA,DSA (CCA),CHIJ ST. NICHOLAS GIRLS' SCHOOL,,58.8,,42,,,,48.3,45.7,,,,52.9,,,,,,,,,,,,,,,,,,,,,,2
386,20190386,F,268,NA,IP (Y),SCHOOL Y,,55,,51.4,,,51.8,55.4,,,,,57.1,,,,,,,,,,,,,,,,,,,,,,1
387,20190387,M,0,NA,JAE Ordinary Admission,ANGLO-CHINESE SCHOOL (INDEPENDENT),,58.4,,42.8,,,58.4,59.3,,,,,,,,,62.1,,,,,,,,,,,,,,,,,,1
388,20190388,M,240,NA,IP (X),SCHOOL X,,49,,72.8,,,,83.3,78.9,,,,63.8,,,,,,,,,,,,,,,,,,,,,,2
389,20190389,M,256,NA,IP (X),SCHOOL X,,61.1,,28.8,,,44.6,57.8,,,,,52.3,,,,,,,,,,,,,,,,,,,,,,1
390,20190390,M,264,NA,IP (X),SCHOOL X,,63.4,,53.2,,,,,,54.4,,,70.3,,,,,,,,,56.5,,,,,,,,,,,,,1
391,20190391,M,245,NA,DSA,CATHOLIC HIGH SCHOOL,,59.8,,54.3,,,,,,,61,,,54.1,,66.8,,,,,,,,,,,,,,,,,,,1
392,20190392,M,259,NA,IP (X),SCHOOL X,,59.5,,75.3,,,78.6,88.2,,,,,71.4,,,,,,,,,,,,,,,,,,,,,,2
393,20190393,M,241,NA,IP (X),SCHOOL X,,50.5,,60.8,,,54.4,54.6,,,,,56.3,,,,,,,,,,,,,,,,,,,,,,1
394,20190394,M,253,NA,IP (X),SCHOOL X,,53,,70.1,,,71.9,65.5,,,,,,,,,,,,,,63.6,,,,,,,,,,,,,1
395,20190395,M,258,NA,IP (X),SCHOOL X,,70,,72.7,,,82.9,86.3,,,,,,,,,83.3,,,,,,,,,,,,,,,,,,1
396,20190396,F,258,NA,IP (Y),SCHOOL Y,,60,,52.4,,,,69.3,55.1,,,,,,,,,,,,,63.7,,,,,,,,,,,,,1
397,20190397,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,46.7,,51.1,,,,57.3,53.7,,,,52.5,,,,,,,,,,,,,,,,,,,,,,1
398,20190398,F,0,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,,58.3,,62.7,,,,60.1,,,,,67.6,,61.1,,,,,,,,,,,,,,,,,,,,2
399,20190399,M,0,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,,50.6,,38.7,,,,38.5,51.9,,,,49.7,,,,,,,,,,,,,,,,,,,,,,1
400,20190400,F,244,NA,IP (Y),SCHOOL Y,,54.4,,64.1,,,,69.7,68.6,,,,58.3,,,,,,,,,,,,,,,,,,,,,,2
401,20190401,M,256,NA,IP (X),SCHOOL X,,63.7,,45.5,,,49.9,42.2,,,,,52.1,,,,,,,,,,,,,,,,,,,,,,1
402,20190402,M,251,NA,IP (X),SCHOOL X,,51,,55.2,,,55,64,,,,,55.1,,,,,,,,,,,,,,,,,,,,,,1
403,20190403,M,260,NA,IP (X),SCHOOL X,,57.2,,54.3,,,44.2,52,,,,,45,,,,,,,,,,,,,,,,,,,,,,1
404,20190404,F,267,NA,IP (Y),SCHOOL Y,,63.3,,47.1,,,,63.8,66.7,,,,,,,,,,,,,60.9,,,,,,,,,,,,,1
405,20190405,M,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,56.5,,59,,,,72.4,66,,,,56.5,,,,,,,,,,,,,,,,,,,,,,2
406,20190406,M,257,NA,IP (X),SCHOOL X,,48.7,,36.1,,,31.5,,,,,,39.2,,,,,,,,,,,,,,,,55.5,,,,,,1
407,20190407,F,0,NA,JAE Ordinary Admission,METHODIST GIRLS' SCHOOL (SECONDARY),,55.1,,41.8,,,47,53.4,,55.7,,,,,,,,,,,,,,,,,,,,,,,,,1
408,20190408,F,228,NA,Appeals (Academic),CHIJ KATONG CONVENT,,52.2,,53.2,,,60.4,64,,,,,,,,,60.9,,,,,,,,,,,,,,,,,,1
409,20190409,F,265,NA,IP (Y),SCHOOL Y,,55.7,,40.3,,,,61.6,57.5,,,,58.2,,,,,,,,,,,,,,,,,,,,,,1
410,20190410,F,247,NA,IP (Y),SCHOOL Y,,61.1,,MC,,,,63.2,61,,,,50.9,,,,,,,,,,,,,,,,,,,,,,1
411,20190411,F,238,NA,IP (Y),SCHOOL Y,,53.8,,37.3,,,,56.2,46.3,,,,50.1,,,,,,,,,,,,,,,,,,,,,,1
412,20190412,F,0,NA,JAE Ordinary Admission,ANDERSON SECONDARY SCHOOL,,58.4,,33.8,,,51.2,51.5,,,,,57.7,,,,,,,,,,,,,,,,,,,,,,1
413,20190413,F,0,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (YISHUN),,49.2,,50.1,,,53,MC,,,,,47.2,,,,,,,,,,,,,,,,,,,,,,1
414,20190414,F,259,NA,IP (Y),SCHOOL Y,,58.6,,50.4,,,48.6,59.1,,,,,53.2,,,,,,,,,,,,,,,,,,,,,,1
415,20190415,M,259,NA,IP (X),SCHOOL X,,62.7,,34.3,,,45.4,,,,,,57.8,,,,52.4,,,,,,,,,,,,,,,,,,1
416,20190416,F,261,NA,IP (Y),SCHOOL Y,,58.9,,48.6,,,,,,,,,61.6,,,,,,,,63.6,,61.1,,,,,,,,,,,,1
417,20190417,M,257,NA,IP (X),SCHOOL X,,64.7,,63.7,,,59.6,56.2,,,,,47.9,,,,,,,,,,,,,,,,,,,,,,1
418,20190418,M,250,NA,IP (X),SCHOOL X,,50.8,,50.9,,,,47.3,57.8,,,,52.9,,,,,,,,,,,,,,,,,,,,,,1
419,20190419,M,257,NA,IP (X),SCHOOL X,,61.3,,69.3,,,82.4,80.3,,,,,70.5,,,,,,,,,,,,,,,,,,,,,,1
420,20190420,F,250,NA,IP (Y),SCHOOL Y,,MC,,42.2,,,,44.2,,MC,,,,,,,,,,,,,,,,,,,,,62.9,,,,1
421,20190421,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,41.4,,51.8,,,,60.9,55,,,,48.5,,,,,,,,,,,,,,,,,,,,,,1
422,20190422,F,248,NA,DSA,METHODIST GIRLS' SCHOOL (SECONDARY),,67.1,,69.2,,,,71.3,76,,,,,,,,76.4,,,,,,,,,,,,,,,,,,1
423,20190423,F,216,NA,IP (Y),SCHOOL Y,,43.1,,36.9,,,41.4,,,,,,44.9,,,,,,,,,,,,,,,,,,,,36,,1
424,20190424,M,262,NA,IP (X),SCHOOL X,,53.6,,47,,,60.5,70.1,,,,,61.4,,,,,,,,,,,,,,,,,,,,,,2
425,20190425,M,0,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),,60.7,,44.7,,,56.3,63.1,,,,,,,,,,,,,,55.4,,,,,,,,,,,,,2
426,20190426,M,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,62.4,,78.5,,,74.1,80.6,,,,,67.8,,,,,,,,,,,,,,,,,,,,,,1
427,20190427,F,272,NA,IP (Y),SCHOOL Y,,52.2,,53.7,,,63.8,72.4,,,,,,,,,,,,,,63.3,,,,,,,,,,,,,1
428,20190428,F,247,NA,IP (Y),SCHOOL Y,,55.6,,36,,,,41.5,,51.5,,,50.1,,,,,,,,,,,,,,,,,,,,,,0
429,20190429,F,0,NA,JAE Ordinary Admission,METHODIST GIRLS' SCHOOL (SECONDARY),,57.7,,56.2,,,63.6,60,,,,,50.1,,,,,,,,,,,,,,,,,,,,,,1
430,20190430,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,54,,54.6,,,,73.1,51.1,,,,53,,,,,,,,,,,,,,,,,,,,,,1
431,20190431,F,0,NA,IP (Y),SCHOOL Y,70.5,,,93.8,,85.5,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
432,20190432,M,0,NA,JAE Ordinary Admission,ST. JOSEPH'S INSTITUTION,,54.2,,43.9,,,53,44.5,,,,,,,,,,,,,40.6,,,,,,,,,,,,,,1
433,20190433,F,256,NA,IP (Y),SCHOOL Y,,56.4,,47.7,,,,69.2,65.7,,,,66.2,,,,,,,,,,,,,,,,,,,,,,1
434,20190434,F,254,NA,IP (Y),SCHOOL Y,,54.6,,32.1,,,49.3,46,,,,,45.5,,,,,,,,,,,,,,,,,,,,,,1
435,20190435,F,0,NA,JAE Ordinary Admission,TANJONG KATONG GIRLS' SCHOOL,,49.5,,51.7,,,50.7,47.1,,,,,62,,,,,,,,,,,,,,,,,,,,,,1
436,20190436,F,262,NA,IP (Y),SCHOOL Y,,57,,74.3,,,,87,77.3,,,,65,,,,,,,,,,,,,,,,,,,,,,1
437,20190437,F,262,NA,IP (Y),SCHOOL Y,,62,,50,,,42.6,48.6,,,,,46.8,,,,,,,,,,,,,,,,,,,,,,1
438,20190438,M,0,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,,64.1,,75.8,,,81.2,88.1,,,,,77.9,,,,,,,,,,,,,,,,,,,,,,1
439,20190439,M,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,53.1,,63.4,,,,65.9,83.2,,,,64.3,,,,,,,,,,,,,,,,,,,,,,1
440,20190440,F,258,NA,IP (Y),SCHOOL Y,,54.7,,30.5,,,,48.2,42.9,,,,,,,,,,,,,,,,,,,,,,55.6,,,,1
441,20190441,M,251,NA,IP (X),SCHOOL X,,49.6,,37.7,,,,46.5,,,,,48.2,,,,54.5,,,,,,,,,,,,,,,,,,1
442,20190442,F,249,NA,IP (Y),SCHOOL Y,,61.3,,40.3,,,,68.7,51.2,,,,,,62.8,,,,,,,,,,,,,,,,,,,,1
443,20190443,F,0,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,,54.7,,36.7,,,,64.6,56.7,,,,,,56.4,,,,,,,,,,,,,,,,,,,,1
444,20190444,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,48.1,,52.9,,,,53.3,54.8,,,,46.7,,,,,,,,,,,,,,,,,,,,,,1
445,20190445,F,260,NA,IP (Y),SCHOOL Y,,54.4,,34.3,,,,53.3,50,,,,47.2,,,,,,,,,,,,,,,,,,,,,,1
446,20190446,F,259,NA,IP (Y),SCHOOL Y,,59.4,,60.7,,,,72.7,70.8,,,,,,,,,,76.2,,,,,,,,,,,,,,,,1
447,20190447,M,0,NA,IP (X),SCHOOL X,,53.8,,50.8,,,49.9,46,,,,,50,,,,,,,,,,,,,,,,,,,,,,1
448,20190448,M,250,NA,IP (X),SCHOOL X,,52.9,,60.4,,,65.2,65,,,,,62.1,,,,,,,,,,,,,,,,,,,,,,1
449,20190449,F,226,NA,DSA (CCA),SINGAPORE CHINESE GIRLS' SCHOOL,,50.5,,27.7,,,48.8,48.8,,,,,49.8,,,,,,,,,,,,,,,,,,,,,,1
450,20190450,F,0,NA,JAE Ordinary Admission,CEDAR GIRLS' SECONDARY SCHOOL,,52.7,,48.9,,,58.2,68.6,,,,,62,,,,,,,,,,,,,,,,,,,,,,1
451,20190451,M,255,NA,IP (X),SCHOOL X,,59.3,,68,,,61.7,64.6,,,,,52.1,,,,,,,,,,,,,,,,,,,,,,2
452,20190452,F,0,NA,JAE Ordinary Admission,CEDAR GIRLS' SECONDARY SCHOOL,,55.6,,57.2,,,,45.2,,,,,57.5,,55.8,,,,,,,,,,,,,,,,,,,,1
453,20190453,F,242,NA,IP (Y),SCHOOL Y,,54.7,,40,,,43.7,61.1,,,,,54,,,,,,,,,,,,,,,,,,,,,,1
454,20190454,M,257,NA,IP (X),SCHOOL X,,48.9,,53,,,72.3,64.6,,,,,60.6,,,,,,,,,,,,,,,,,,,,,,1
455,20190455,M,267,NA,IP (X),SCHOOL X,,63.8,,64.6,,,75.5,74,,,,,58.3,,,,,,,,,,,,,,,,,,,,,,1
456,20190456,F,0,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,,46.9,,59.5,,,,64.6,,,,,65,,,,,,,,65.1,,,,,,,,,,,,,,1
457,20190457,M,0,NA,JAE Ordinary Admission,NGEE ANN SECONDARY SCHOOL,,55.4,,42.3,,71.1,,67,,,,,51.6,,,,,,,,,,,,,,,,,,,,,,1
458,20190458,M,254,NA,IP (X),SCHOOL X,,59.5,,52.3,,,50.5,54.1,,,,,54.4,,,,,,,,,,,,,,,,,,,,,,1
459,20190459,M,254,NA,IP (X),SCHOOL X,,53.3,,37.4,,,,49.4,47.2,,,,49.3,,,,,,,,,,,,,,,,,,,,,,2
460,20190460,F,0,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,,55.7,,36.6,,,,,,61.9,,,50.8,,54.3,,,,,,,,,,,,,,,,,,,,1
461,20190461,M,0,NA,JAE Ordinary Admission,TANJONG KATONG SECONDARY SCHOOL,,47.8,,67.9,,,69.3,66.6,,,,,49.2,,,,,,,,,,,,,,,,,,,,,,1
462,20190462,M,254,NA,IP (X),SCHOOL X,,60,,83.9,,,65.2,84.3,,,,,65.9,,,,,,,,,,,,,,,,,,,,,,1
463,20190463,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,54.8,,55.5,,,,60.3,60.5,,,,50.8,,,,,,,,,,,,,,,,,,,,,,1
464,20190464,F,260,NA,IP (Y),SCHOOL Y,,61.7,,67,,,72.2,,,,,54.3,57.1,,,,,,,,,,,,,,,,,,,,,,1
465,20190465,F,220,NA,DSA (CCA),BUKIT PANJANG GOVT. HIGH SCHOOL,,46.9,,41.8,,,,27.6,48.6,,,,,,,,,,,,,,,,,,,,,,57,,,,1
466,20190466,M,257,NA,IP (X),SCHOOL X,,55,,58.4,,,,,,,51,,,41.6,,,,53.4,,,,,,,,,,,,,,,,,1
467,20190467,M,243,NA,DSA (CCA),RAFFLES INSTITUTION,,45.1,,33.5,,,34.5,39.5,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,1
468,20190468,M,253,NA,IP (X),SCHOOL X,69.6,,,53.2,,,41.9,,,,,,47.7,,,,,,,,,,,,,,,,,,,,,,2
469,20190469,M,0,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,,53.6,,83,,,75.3,85.2,,,,,66.3,,,,,,,,,,,,,,,,,,,,,,2
470,20190470,F,248,NA,IP (Y),SCHOOL Y,,42.4,,42.9,,,57.8,61.8,,,,,54.2,,,,,,,,,,,,,,,,,,,,,,2
471,20190471,F,254,NA,IP (Y),SCHOOL Y,,54.9,,33.1,,,,47.5,53.8,,,,46.4,,,,,,,,,,,,,,,,,,,,,,1
472,20190472,F,260,NA,IP (Y),SCHOOL Y,,58.6,,42.7,,,49.1,69.3,,,,,56.1,,,,,,,,,,,,,,,,,,,,,,1
473,20190473,M,252,NA,IP (X),SCHOOL X,,66.4,,79.1,,,76.8,76.8,,,,,58.6,,,,,,,,,,,,,,,,,,,,,,1
474,20190474,M,254,NA,IP (X),SCHOOL X,,51.1,,62.7,,,,73,66.8,,,,60.4,,,,,,,,,,,,,,,,,,,,,,1
475,20190475,F,226,NA,IP (Y),SCHOOL Y,,53,,48.4,,,,61.2,55.5,,,,53.3,,,,,,,,,,,,,,,,,,,,,,1
476,20190476,M,0,NA,JAE Ordinary Admission,FAIRFIELD METHODIST SCHOOL (SECONDARY),,54.6,,69.3,,,,70.3,63.7,,,,52.7,,,,,,,,,,,,,,,,,,,,,,1
477,20190477,F,0,NA,DSA,CHIJ ST. NICHOLAS GIRLS' SCHOOL,,57.2,,65.6,,,,73.8,67.8,,,,62.6,,,,,,,,,,,,,,,,,,,,,,2
478,20190478,F,252,NA,IP (Y),SCHOOL Y,,55.1,,15.7,,,,39.7,47.2,,,,,,,,,,,,,,,,,,,,,,44.5,,,,1
479,20190479,F,0,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,,56,,59.5,,,,59.1,62.9,,,,56.5,,,,,,,,,,,,,,,,,,,,,,1
480,20190480,F,264,NA,IP (Y),SCHOOL Y,,48.5,,64.5,,,63.6,69.3,,,,,,,,,,,,,,62.7,,,,,,,,,,,,,1
481,20190481,M,255,NA,IP (X),SCHOOL X,,54.5,,52.4,,,,59.5,62.9,,,,55.9,,,,,,,,,,,,,,,,,,,,,,1
482,20190482,F,259,NA,IP (Y),SCHOOL Y,,61.9,,27.5,,,,45.4,47,,,,,,,,,,,,,57,,,,,,,,,,,,,1
483,20190483,M,256,NA,IP (X),SCHOOL X,,55.5,,57.2,,,56.6,,,,,,54.1,,,,,,,,,66.1,,,,,,,,,,,,,1
484,20190484,F,262,NA,IP (Y),SCHOOL Y,,53.1,,32.5,,,33.4,,,,,,38.9,,,,,,,,,55.9,,,,,,,,,,,,,0
485,20190485,F,233,NA,IP (Y),SCHOOL Y,,46.2,,44.9,,,36.1,,,,,,39.4,,,,,,,,,,,,,,,,56.2,,,,,,1
