NEWID,GENDER,INTAKE,STREAM,SEC SCHOOL,RELIGION,CITIZENSHIP,REPEAT,MSG,L1R5,EL1,HMTL,MTL2,B2,DSS,BT,FE,EM,AM,PHY,CHM,BIO,PC,PB,CB,SSL,PE,COM,EC,PA,CH,SLC,SSH,SSG,HA,HMU,LEL,LCL,HSY,GEO,ART,MU,AL,CLB,IN,MSP,HH,HG,HL,IH,IHC,FR,GM,JP,EM2,AM2,PO2,CO2,BO2,EO2,GO2,IH2,LA2,SP
20190201,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.88,6,B3,C6,,,,,,A1,A1,A1,B3,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190202,M,IP (X),Arts,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.5,6,A1,B4,,,,,,A1,A1,A2,A1,,,,,,,,,,,,,,,,A1,,A2,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190203,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.28,6,A1,A2,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,,,A2,,,,,,,,,,,
20190204,F,JAE Ordinary Admission,Arts,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,B3,B3,A1,,,,,A1,A1,B3,A2,,,,,,,,,,,,A1,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190205,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.4,6,A1,A1,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,,,,,,,,
20190206,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.83,6,B3,B3,,,,,,A1,B3,B3,B3,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,
20190207,F,Appeals (Academic),Science,ST. MARGARET'S SECONDARY SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,,7,A1,,A1,,,,,A2,A1,B3,A2,A1,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20190208,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,B3,A1,,,,,A1,A1,A2,A1,A2,,,,A1,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190209,M,IP (X),Science,SCHOOL X,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,2.25,6,B3,B4,,,,,,A1,A1,A1,A2,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190210,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.6,6,A2,B3,,,,,,A1,A1,A2,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,
20190211,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,0,6,A1,C6,B3,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,A1,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190212,M,JAE Ordinary Admission,Arts,YISHUN TOWN SECONDARY SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,0,8,A1,,A1,,,,,A2,,,A2,A2,,,,,,,,,,,A1,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190213,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.56,6,B3,A1,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190214,F,DSA,Science,SINGAPORE CHINESE GIRLS' SCHOOL,NO RELIGION,VIETNAMESE,,,6,A1,,,,,,,A1,A1,A2,A1,,,,,A1,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190215,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,3.17,6,B3,B3,,,,,,B3,B3,B3,B4,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,B3,,,,,,A1,A1,,,,,,,
20190216,M,IP (X),Science,SCHOOL X,BUDDHIST,SINGAPORE CITIZEN,,1.88,6,B3,C5,,,,,,A1,A1,A1,A2,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190217,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,C5,A2,A1,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,A2,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,
20190218,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE PR (CHINESE),,1.17,6,A2,A1,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190219,F,DSA (CCA),Science,METHODIST GIRLS' SCHOOL (SECONDARY),CHRISTIAN,SINGAPORE CITIZEN,,,12,A1,,,,,,,A2,A1,B3,B3,A2,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190220,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,C6,A1,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,A1,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190221,M,JAE Ordinary Admission,Science,MONTFORT SECONDARY SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,8,A2,A2,A1,,,,,A2,A1,A2,A1,B3,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190222,M,IP (X),Science,SCHOOL X,FREE THINKER,SINGAPORE CITIZEN,,1.7,6,A1,A2,,,,,,A1,A1,B3,A1,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190223,F,JAE Ordinary Admission,Science,CHUNG CHENG HIGH SCHOOL (MAIN),NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,C6,A1,,,,,A1,A2,A1,A1,A1,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190224,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.56,6,B4,F9,,,,,,A1,A2,A1,A2,A2,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190225,F,JAE Ordinary Admission,Science,XINMIN SECONDARY SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,8,A1,B3,A1,,,,,A1,A2,B3,A2,,,,,,,,,,,,A1,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,
20190226,F,DSA,Science,SINGAPORE CHINESE GIRLS' SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,,15,A1,C6,A2,,,,,B3,C5,B3,B4,,,,,B3,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,
20190227,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.6,6,A2,A2,,,,,,A1,A1,,A2,B3,,,,,,,,,,,,,,,,,,A1,,,,,,A1,,,,A1,,,,,,,,,,,,,,
20190228,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.69,6,A2,A2,,,,,,A1,A2,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190229,F,JAE Ordinary Admission,Arts,CHIJ KATONG CONVENT,BUDDHIST,SINGAPORE CITIZEN,,0,9,A1,B3,A2,,,,,A1,A1,,A2,A2,,,,,,,,,,,B3,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190230,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.9,6,A2,A2,,,,,,A1,A1,A2,A2,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190231,F,IP (Y),Science,SCHOOL Y,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,2.06,6,A2,A2,,,,,,B3,B3,A1,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190232,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE PR (MALAYSIAN),,2.44,6,A2,B3,,,,,,B3,A1,,B3,B4,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190233,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.39,6,A1,A1,,,,,,A1,A1,,A1,A2,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,A1,,,,,,,,,,,,,,
20190234,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.1,6,A1,A1,,,,,,A1,A1,A2,A1,,,,,,,,,,,,,,,,A1,,A1,,,,,,,,,,,,,,,,,,,,,,,,A1,A2
20190235,M,JAE Ordinary Admission,Science,YISHUN TOWN SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,A2,A1,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190236,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.9,6,B4,B3,,,,,,A1,A1,B3,B3,B4,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,
20190237,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,3.25,6,A2,B3,,,,,,B3,B4,,B4,C5,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,A1,,C5,,,,,,
20190238,F,JAE Ordinary Admission,Science,METHODIST GIRLS' SCHOOL (SECONDARY),NO RELIGION,SINGAPORE CITIZEN,,0,7,B3,A2,A2,,,,,A1,A1,A2,A1,A1,,,,,,,,,,,A1,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,
20190239,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,3.75,6,B3,B3,,,,,,B4,B3,B4,C6,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,A1,,C5,C5,,,,,,
20190240,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,0,6,A1,C6,B3,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190241,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2,6,B3,B3,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,
20190242,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.55,6,B4,A1,,,,,,A1,A1,B4,B3,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190243,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.67,6,B4,B3,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190244,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,A2,A1,,,,,A1,A1,A2,A1,A2,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190245,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.45,6,B3,A2,,,,,,A1,B4,B3,B3,B3,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,A2,,,,,,,,,,,,,,
20190246,F,JAE Ordinary Admission,Science,ZHONGHUA SECONDARY SCHOOL,BUDDHIST,SINGAPORE PR (INDONESIAN),,0,7,A2,C6,A1,,,,,A1,A1,A2,A2,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190247,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.33,6,B4,A1,,,,,,A2,A1,,A2,B3,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,B3,,,,B3,,,,,,,,,,
20190248,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE PR (CHINESE),,1.28,6,A2,A1,,,,,,A1,A1,,A1,A2,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190249,F,JAE Ordinary Admission,Science,CEDAR GIRLS' SECONDARY SCHOOL,NO RELIGION,SINGAPORE PR (CHINESE),,0,7,A1,A1,A1,,,,,A2,A2,,,,,,A1,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190250,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.28,6,A2,A1,,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190251,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.83,6,A2,A2,,,,,,B4,B4,,A2,B4,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,A2,,,,,,,,,,,,,,
20190252,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.2,6,A1,A1,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,
20190253,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,A2,C5,A2,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,A2,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,
20190254,F,DSA (CCA),Science,CHUNG CHENG HIGH SCHOOL (MAIN),NO RELIGION,SINGAPORE CITIZEN,,,13,B3,C6,A1,,,,,A1,A2,B3,C6,,,,,B3,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,
20190255,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.63,6,A2,A2,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190256,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,0,6,A1,B3,A1,,,,,A1,A1,A1,A2,,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190257,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,A2,B4,A1,,,,,A1,A1,A2,A2,A1,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190258,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.56,6,A2,B4,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190259,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.94,6,A2,A2,,,,,,B3,B3,B4,B3,C5,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190260,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.36,6,A1,A2,,,,,,B4,A2,C5,A2,,,,,,,,,,,,,,,,A1,,B3,A1,,,,,,,,,,,,,,,,,,,,,,,,A1
20190261,M,IP (X),Science,SCHOOL X,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,3.25,6,B3,B4,,,,,,A1,B3,A2,B3,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,
20190262,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.56,6,A1,A2,,,,,,B4,B3,,B4,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190263,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.89,6,B3,A2,,,,,,A1,A1,A1,A1,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,A2,,,,,,,,,,,,
20190264,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.44,6,A2,B3,,,,,,A1,A1,,A1,A2,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,A1,,,,,,,,,,,,,,
20190265,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.67,6,A2,A2,,,,,,A1,A1,A2,A1,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190266,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.56,6,B3,A1,,,,,,A1,A1,A1,A2,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,A2,,,,,,,,,,
20190267,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.33,6,A1,A2,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190268,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2,6,B3,A1,,,,,,A1,A1,A2,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190269,F,JAE Ordinary Admission,Science,PRESBYTERIAN HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,C6,A1,A1,,,,,A1,A1,A1,A2,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190270,M,DSA,Arts,ANGLICAN HIGH SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,,10,A2,,B3,,,,,A1,A2,B3,B3,,,,,,,,,,,,A1,,,,A1,,,,,,,,B3,,,,,,,,,,,,,,,,,,,
20190271,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.94,6,B3,A1,,,,,,A1,A1,B3,A2,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190272,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE PR (CHINESE),,1.5,6,B4,A1,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20190273,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.17,6,A1,A1,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190274,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.2,6,B3,B3,,,,,,A1,A1,A1,B3,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,
20190275,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.89,6,B3,A2,,,,,,A1,A1,A1,A1,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190276,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.72,6,A2,A2,,,,,,A1,A1,A1,A1,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190277,M,JAE Ordinary Admission,Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,0,7,A2,B3,A1,,,,,A1,A1,A1,A2,,,,,,,,,,,,A1,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,
20190278,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.1,6,B3,A2,,,,,,A1,A2,A2,A2,B3,,,,,,,,,,,,,,,,,A1,,B3,,,,,,,,,,,,,,,,,,,,,,,
20190279,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,A2,A2,A1,,,,,A2,A1,B3,A1,A2,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190280,F,JAE Ordinary Admission,Science,METHODIST GIRLS' SCHOOL (SECONDARY),NO RELIGION,SINGAPORE CITIZEN,,0,7,A1,B3,A1,,,,,A2,A1,,B3,B3,,,,A1,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190281,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.56,6,B3,A2,,,,,,A1,A1,A2,A1,,,,,,,,,,,,,,,,B4,,B3,C5,,,,,,,,,,,,,,,,,,,,,,,,
20190282,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.56,6,B3,A1,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190283,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.55,6,B3,A1,,,,,,B3,B4,B3,B4,A2,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190284,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,3.5,6,B3,B3,,,,,,B4,A1,,C5,C6,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,A2,,,,,A1,,,D7,C5,,,,,
20190285,M,IP (X),Arts,SCHOOL X,BUDDHIST,SINGAPORE CITIZEN,,2.88,6,B4,A2,,,,,,A1,A2,A2,C5,,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,,,,,,,,,
20190286,F,IP (Y),Science,SCHOOL Y,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,2.11,6,B3,A2,,,,,,A1,A1,B3,A1,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,A1,,,,,,,,,,,,,,
20190287,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.28,6,B3,A1,,,,,,A1,A1,A2,A2,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,
20190288,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.28,6,A2,A1,,,,,,A2,B3,B3,A2,C5,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190289,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.83,6,A1,A2,,,,,,B3,A1,B3,B3,,,,,,,,,,,,,,,,A1,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20190290,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,,A1,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190291,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.28,6,A2,A2,,,,,,B3,A2,A2,A2,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190292,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.78,6,B4,A2,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,
20190293,M,IP (X),Science,SCHOOL X,NO RELIGION,MALAYSIAN,,2.56,6,B4,B3,,,,,,A1,A2,B3,B3,,,,,,,,,,,,,,,,,,,B3,,,,,,A1,,,,,,,,,,,,,,,,,,
20190294,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.17,6,A2,A1,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190295,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.61,6,A2,A1,,,,,,A1,A1,A1,A1,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,B3,,,,,,,,,,
20190296,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.61,6,A2,A2,,,,,,A1,A1,B4,B3,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,
20190297,M,IP (X),Science,SCHOOL X,FREE THINKER,SINGAPORE CITIZEN,,1.1,6,A1,A1,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,
20190298,F,JAE Ordinary Admission,Arts,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,10,B4,B3,A1,,,,,A1,A1,B3,A2,A2,,,,,,,,,,,A1,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190299,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.83,6,A1,A1,,,,,,A1,B3,,A2,B4,,,,,,,,,,,,,,,A1,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20190300,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.94,6,B3,A1,,,,,,A1,B3,A1,A1,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190301,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.35,6,A2,A1,,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,A2,,,,A2,,,,,,,,,,,,,,
20190302,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.28,6,A2,A1,,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190303,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.22,6,A2,B3,,,,,,A1,A2,B3,B3,B3,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20190304,M,JAE Ordinary Admission,Science,BEDOK GREEN SECONDARY SCHOOL,NO RELIGION,SINGAPORE PR (CHINESE),,0,6,C5,A1,A1,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190305,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.5,6,A2,A2,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190306,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.38,6,A2,B3,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20190307,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.85,6,A2,A1,,,,,,A1,A1,,A2,B3,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,B4,,,,,,,,,,,,,,
