SN,NEWID,GENDER,PSLE,REPEAT,INTAKE,SEC SCHOOL,KI,GP,KI (A),MA2,FM2,CP2,PH2,CH2,BY2,EL2,EL2 (A),ELL2,EC2,EC2 (A),EH2,EH2 (A),EG2,EG2 (A),S1_2,S2_2,S3_2,S4_2,S5_2,FR2,GM2,JP2,SP2,MA1,CH1,EL1,EC1,EH1,EG1,S1_1,NO OF CCA
316,20180316,F,247,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,54.6,,62.9,,,64.4,63.9,,,,,56.5,,,,,,,,,,,,,,,,,,,,,,2
317,20180317,F,250,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,52.3,,34.3,,,,27,42.1,59.7,,,,,,,,,,,,,,,,,,,,,,,,,1
318,20180318,F,242,NA,DSA (CCA),CRESCENT GIRLS' SCHOOL,,44.3,,33.2,,,,36.1,51.7,,,,,,,,,,,,,,,,,,,,,,56.5,,,,1
319,20180319,M,253,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,,51.5,,71.3,,,,67.5,70,,,,47.9,,,,,,,,,,,,,,,,,,,,,,1
320,20180320,F,250,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,,59.8,,47.5,,,62.1,77.4,,,,,61.9,,,,,,,,,,,,,,,,,,,,,,1
321,20180321,F,0,NA,DSA,BUKIT PANJANG GOVT. HIGH SCHOOL,,55.5,,67.7,,,65.5,59.8,,,,,66.3,,,,,,,,,,,,,,,,,,,,,,2
322,20180322,F,263,NA,IP (Y),SCHOOL Y,,49.3,,53.3,,,59.7,58.5,,,,,,,,,,,,,,67.1,,,,,,,,,,,,,1
323,20180323,M,246,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,47.2,,60.1,,,60.9,54.1,,,,,49,,,,,,,,,,,,,,,,,,,,,,1
324,20180324,F,268,NA,IP (Y),SCHOOL Y,,57.8,,71.3,,,73.2,74.1,,,,,67.3,,,,,,,,,,,,,,,,,,,,,,1
325,20180325,F,270,NA,IP (Y),SCHOOL Y,,60.6,,44.9,,,,62.6,70.4,,,,62.9,,,,,,,,,,,,,,,,,,,,,,1
326,20180326,F,246,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,,51.6,,33.8,,,36.3,48.9,,,,,45.2,,,,,,,,,,,,,,,,,,,,,,1
327,20180327,M,237,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,,48.5,,53,,,,54.8,60.5,,,,59.3,,,,,,,,,,,,,,,,,,,,,,1
328,20180328,M,237,NA,JAE Ordinary Admission,XINMIN SECONDARY SCHOOL,,54.9,,54.1,,,,64.8,60.7,,,,51.5,,,,,,,,,,,,,,,,,,,,,,1
329,20180329,M,256,NA,IP (X),SCHOOL X,,58,,66.8,,,70.5,80.1,,,,,62.8,,,,,,,,,,,,,,,,,,,,,,1
330,20180330,F,237,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,,46.2,,38.4,,,48.6,54,,,,,49.9,,,,,,,,,,,,,,,,,,,,,,1
331,20180331,M,261,NA,IP (X),SCHOOL X,,61.4,,69.3,,,,,,,58.1,,,60.9,,,,59.2,,,,,,,,,,,,,,,,,1
332,20180332,M,258,NA,DSA (CCA),SCHOOL X,,57.3,,22.6,,,,39.6,57.9,,,,,,,,,,,,,,,,,,,,,,52.7,,,,1
333,20180333,M,245,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,,,75.1,,,,,,,,65.3,,,62.8,,68.3,,,,,,,,,,,,,,,,,,,2
334,20180334,F,249,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,,56.1,,45.1,,,,49.3,56,,,,51.9,,,,,,,,,,,,,,,,,,,,,,1
335,20180335,F,254,NA,IP (Y),SCHOOL Y,,46.4,,34.3,,,,35.1,41,,,,,,,,,,,,,,,,,,,,,,51.7,,,,1
336,20180336,M,267,NA,IP (X),SCHOOL X,,61.7,,73.3,,,,86.1,82.4,,,,,,,,76.1,,,,,,,,,,,,,,,,,,2
337,20180337,F,252,NA,IP (Y),SCHOOL Y,,54.3,,42.7,,,,52.1,50.5,,,,,,,,,,,,,,,,,,,,,,57.8,,,,1
338,20180338,F,257,NA,IP (Y),SCHOOL Y,,54.2,,75.8,,,78.9,73.3,,,,,73.9,,,,,,,,,,,,,,,,,,,,,,1
339,20180339,M,257,NA,IP (X),SCHOOL X,,54.7,,63.8,,,,72.9,73,,,,56.5,,,,,,,,,,,,,,,,,,,,,,2
340,20180340,F,231,NA,IP (Y),SCHOOL Y,,41.4,,29,,49.5,,34.3,,,,,,,,,,,,,,64.6,,,,,,,,,,,,,1
341,20180341,F,0,NA,IP (Y),SCHOOL Y,,64.5,,34.3,,,,46.5,47.7,,,,57.2,,,,,,,,,,,,,,,,,,,,,,1
342,20180342,F,248,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,,55.5,,43.3,,,,46.4,57.9,,,,50.1,,,,,,,,,,,,,,,,,,,,,,1
343,20180343,F,259,NA,IP (Y),SCHOOL Y,,43.6,,33,,,,,,,,,41.3,,51,,,,,,,,,,,,,,,56.5,,,,,1
344,20180344,M,248,NA,IP (X),SCHOOL X,,56,,55,,,65.2,59.3,,,,,55.8,,,,,,,,,,,,,,,,,,,,,,1
345,20180345,M,0,NA,JAE Ordinary Admission,NEW TOWN SECONDARY SCHOOL,,53,,44.8,,,,49.9,51.9,,,,45.5,,,,,,,,,,,,,,,,,,,,,,1
346,20180346,M,256,NA,IP (X),SCHOOL X,,57,,49.5,,,,66.3,75.3,,,,55.8,,,,,,,,,,,,,,,,,,,,,,1
347,20180347,M,250,NA,IP (X),SCHOOL X,68.6,,,,,,,,,52.8,,,,,56.9,,,,,,,,,,68.3,,,,,,,,,,1
348,20180348,F,249,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,,55.2,,46.8,,,,,,82,,,67.7,,60.7,,,,,,,,,,,,,,,,,,,,1
349,20180349,M,258,NA,IP (X),SCHOOL X,,51.8,,42.7,,,47.5,42,,,,,,,,,,,,,,,,,,,,,,,63.3,,,,1
350,20180350,F,240,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,,47.4,,50.8,,,,60.2,72.4,,,,54.3,,,,,,,,,,,,,,,,,,,,,,1
351,20180351,F,254,NA,IP (Y),SCHOOL Y,,52.5,,55.8,,,62,63.2,,,,,,,,,,,,,,59.3,,,,,,,,,,,,,1
352,20180352,F,261,NA,IP (Y),SCHOOL Y,,54.9,,53.8,,,,53.1,56.1,,,,,,,,,,,,,64.3,,,,,,,,,,,,,1
353,20180353,M,261,NA,IP (X),SCHOOL X,,78.5,,68.7,,,,68.6,,,,,68.1,,60.3,,,,,,,,,,,,,,,,,,,,1
354,20180354,M,262,NA,IP (X),SCHOOL X,,55.9,,50.3,,,54.6,50.8,,,,,57.7,,,,,,,,,,,,,,,,,,,,,,1
355,20180355,M,242,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,43.9,,64.6,,,64.2,71.6,,,,,49.4,,,,,,,,,,,,,,,,,,,,,,1
356,20180356,F,264,NA,IP (Y),SCHOOL Y,,57.6,,74.5,,,,78.7,83.3,,,,67.5,,,,,,,,,,,,,,,,,,,,,,2
357,20180357,F,263,NA,IP (Y),SCHOOL Y,,51.4,,46.7,,,,48.2,49.9,,,,49.1,,,,,,,,,,,,,,,,,,,,,,1
358,20180358,F,248,NA,IP (Y),SCHOOL Y,,42.3,,20.2,,,,,,,,,39.7,,,,33.4,,,,,,,,,,,,25.8,,,,,,1
359,20180359,M,256,NA,IP (X),SCHOOL X,,56.6,,63.8,,,69.3,65.9,,,,,60.2,,,,,,,,,,,,,,,,,,,,,,1
360,20180360,M,253,NA,IP (X),SCHOOL X,,61.3,,42.5,,67,,57.6,,,,,,,,,,,,,,,,,,,,,,,56,,,,1
361,20180361,M,245,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,52.4,,52,,,,52.2,56.5,,,,53.4,,,,,,,,,,,,,,,,,,,,,,1
362,20180362,M,239,NA,IP (X),SCHOOL X,,49.6,,54.3,,,57.4,50.9,,,,,59.9,,,,,,,,,,,,,,,,,,,,,,2
363,20180363,M,260,NA,IP (X),SCHOOL X,,55.6,,57.3,,,,58,66.5,,,,,,56.2,,,,,,,,,,,,,,,,,,,,1
364,20180364,F,239,NA,IP (Y),SCHOOL Y,,49.3,,,,,,,,54.6,,,58.4,,,,54,,,,,,,,,,,62.2,,,,,,,1
365,20180365,F,262,NA,IP (Y),SCHOOL Y,,59.6,,74.1,,,,73.2,74.3,,,,63.4,,,,,,,,,,,,,,,,,,,,,,2
366,20180366,M,248,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,50.6,,56.7,,,,62.4,70.7,,,,,,,,,,,,,,,,,,,,,,64.6,,,,1
367,20180367,M,251,NA,DSA,SCHOOL X,,57,,50.1,,,55.6,47.7,,,,,54.6,,,,,,,,,,,,,,,,,,,,,,2
368,20180368,F,267,NA,IP (Y),SCHOOL Y,,55.7,,45.8,,,,53.3,58.2,,,,53.3,,,,,,,,,,,,,,,,,,,,,,1
369,20180369,M,254,NA,IP (X),SCHOOL X,,50.3,,63.4,,,62,68,,,,,61.4,,,,,,,,,,,,,,,,,,,,,,1
370,20180370,F,265,NA,IP (Y),SCHOOL Y,,53.8,,70.7,,,65.3,65.2,,,,,59.8,,,,,,,,,,,,,,,,,,,,,,1
371,20180371,F,0,NA,JAE Ordinary Admission,QUEENSTOWN SECONDARY SCHOOL,,48.6,,48.7,,,53,57,,,,,,,,,,,,,,67.1,,,,,,,,,,,,,1
372,20180372,M,254,NA,IP (X),SCHOOL X,,48.8,,43.8,,,,37.6,42.8,,,,46.3,,,,,,,,,,,,,,,,,,,,,,2
373,20180373,F,0,NA,JAE Ordinary Admission,BUKIT VIEW SECONDARY SCHOOL,,46,,42,,,47.7,38.1,,,,,,,,,,,,,43,,,,,,,,,,,,,57.4,1
374,20180374,F,246,NA,DSA (CCA),CEDAR GIRLS' SECONDARY SCHOOL,,43.6,,42.6,,,44.2,34,,,,,,,,,,,,,,,,,,,,,,,56.2,,,,1
375,20180375,F,258,NA,IP (Y),SCHOOL Y,,61.1,,71.3,,,70.9,,,,,,62.1,,,,,,,76.8,,,,,,,,,,,,,,,1
376,20180376,M,232,NA,DSA (CCA),ST. ANDREW'S SECONDARY SCHOOL,,43,,55.3,,,55,50.5,,,,,47.2,,,,,,,,,,,,,,,,,,,,,,1
377,20180377,F,246,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,,48,,36.2,,,,,,62.6,,,62.2,,55.4,,,,,,,,,,,,,,,,,,,,1
378,20180378,M,256,NA,IP (X),SCHOOL X,,67.6,,84.8,,,,74.6,74.2,,,,76.3,,,,,,,,,,,,,,,,,,,,,,1
379,20180379,M,245,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,,50.8,,63.8,,,60.7,50.7,,,,,52.3,,,,,,,,,,,,,,,,,,,,,,1
380,20180380,M,259,NA,IP (X),SCHOOL X,,62.8,,47.6,,,,60.3,69.6,,,,60.9,,,,,,,,,,,,,,,,,,,,,,1
381,20180381,M,232,NA,JAE Ordinary Admission,WEST SPRING SECONDARY SCHOOL,,54.9,,43.8,,,49.5,42.9,,,,,,,,,,,,,,,,,,,,,,,53.8,,,,1
382,20180382,M,260,NA,IP (X),SCHOOL X,,55.1,,51.1,,,,57.2,MC,,,,42.9,,,,,,,,,,,,,,,,,,,,,,1
383,20180383,F,250,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,,,72.7,,,,,,,,63.9,,,55.8,,,,51.9,,,,,,,,,,,,,,,,,2
384,20180384,M,242,NA,JAE Ordinary Admission,ST. JOSEPH'S INSTITUTION,,49.2,,50.4,,,55.4,51.2,,,,,59.6,,,,,,,,,,,,,,,,,,,,,,1
385,20180385,M,257,NA,IP (X),SCHOOL X,,55.8,,75.5,,,75.7,67.5,,,,,60.9,,,,,,,,,,,,,,,,,,,,,,3
386,20180386,M,254,NA,JAE Ordinary Admission,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",,60.1,,49.8,,,,,,62.3,,,59.9,,,,67.8,,,,,,,,,,,,,,,,,,1
387,20180387,M,257,NA,IP (X),SCHOOL X,,60.3,,69.8,,,,56.5,79.8,,,,58.1,,,,,,,,,,,,,,,,,,,,,,2
388,20180388,M,206,NA,DSA (CCA),CATHOLIC HIGH SCHOOL,,43.6,,22.1,,,38.7,40.5,,,,,35.2,,,,,,,,,,,,,,,,,,,,,,1
389,20180389,F,247,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,,54.2,,67.2,,,,70.3,61.8,,,,50.3,,,,,,,,,,,,,,,,,,,,,,1
390,20180390,F,270,NA,IP (Y),SCHOOL Y,,68.3,,65.6,,,79.3,74.8,,,,,66,,,,,,,,,,,,,,,,,,,,,,3
391,20180391,F,259,NA,IP (Y),SCHOOL Y,,51.7,,52.5,,,,51.9,,,,,,,,,56.6,,,,,,,,,,,,,,59.4,,,,1
392,20180392,F,262,NA,IP (Y),SCHOOL Y,,56.6,,50,,,,55.5,59.8,,,,52.6,,,,,,,,,,,,,,,,,,,,,,1
393,20180393,F,234,NA,DSA (CCA),TEMASEK SECONDARY SCHOOL,,50.8,,35.2,,,,,,54,,,58.5,,,,53.6,,,,,,,,,,,,,,,,,,1
394,20180394,F,268,NA,IP (Y),SCHOOL Y,,,78.2,,,,,,,,67.5,,,69.6,,61.5,,,,,,,,,,,,81.9,,,,,,,2
395,20180395,F,261,NA,IP (Y),SCHOOL Y,,51.2,,51.7,,,63.3,62,,,,,57.5,,,,,,,,,,,,,,,,,,,,,,1
396,20180396,F,259,NA,IP (Y),SCHOOL Y,,50.9,,29.2,,,,38.8,45.7,,,,45.7,,,,,,,,,,,,,,,,,,,,,,1
397,20180397,F,257,NA,IP (Y),SCHOOL Y,,45.3,,38,,,,36,,,,,,,,,,,,,,49.9,,,,,,,,,57,,,,1
398,20180398,M,247,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,,55.6,,68.3,,,64.6,62.8,,,,,54.9,,,,,,,,,,,,,,,,,,,,,,1
399,20180399,M,0,NA,IP (X),SCHOOL X,,52.8,,58,,,,64,60.3,,,,61.1,,,,,,,,,,,,,,,,,,,,,,1
400,20180400,M,264,NA,IP (X),SCHOOL X,,57.1,,69.1,,,,77.1,71.2,,,,,,,,69,,,,,,,,,,,,,,,,,,1
401,20180401,F,260,NA,IP (Y),SCHOOL Y,,52.7,,40.8,,,,51.2,46.3,,,,56,,,,,,,,,,,,,,,,,,,,,,1
402,20180402,F,252,NA,Appeals (Academic),METHODIST GIRLS' SCHOOL (SECONDARY),,52.2,,34.5,,,45.5,40.4,,,,,45.9,,,,,,,,,,,,,,,,,,,,,,1
403,20180403,F,240,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),,54.8,,42.8,,,,51.3,56,,,,,,,,,,,,46.9,,,,,,,,,,,,,54.2,1
404,20180404,M,248,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),,46.7,,72.9,,,64.3,64.4,,,,,50.5,,,,,,,,,,,,,,,,,,,,,,1
405,20180405,F,253,NA,IP (Y),SCHOOL Y,,45.9,,45.8,,,,45.4,46.3,,,,,,,,,,,,,,,,,,,,,,57.9,,,,2
406,20180406,M,242,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),,59.3,,MC,,,49.6,46.9,,65.1,,,,,,,,,,,,,,,,,,,,,,,,,1
407,20180407,F,255,NA,IP (Y),SCHOOL Y,,46.5,,65.3,,,57.2,54.8,,,,,49.8,,,,,,,,,,,,,,,,,,,,,,1
408,20180408,F,258,NA,IP (Y),SCHOOL Y,,56.7,,59.6,,,,66.7,65.9,,,,65,,,,,,,,,,,,,,,,,,,,,,2
409,20180409,F,264,NA,IP (Y),SCHOOL Y,,62,,52.1,,,,45.6,,,,,60.4,,,,75.5,,,,,,,,,,,,,,,,,,1
410,20180410,F,246,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,,58.4,,69.5,,,,66,74.4,60.4,,,,,,,,,,,,,,,,,,,,,,,,,1
411,20180411,M,255,NA,IP (X),SCHOOL X,,44.3,,62.5,,,51.7,53.4,,,,,49.1,,,,,,,,,,,,,,,,,,,,,,1
412,20180412,M,263,NA,IP (X),SCHOOL X,,53.5,,47.8,,,,52.8,60.4,,,,64.1,,,,,,,,,,,,,,,,,,,,,,1
413,20180413,F,263,NA,IP (Y),SCHOOL Y,,53.9,,41.5,,,,46.6,51.6,,,,49.9,,,,,,,,,,,,,,,,,,,,,,1
414,20180414,F,232,NA,DSA (CCA),CHIJ ST. NICHOLAS GIRLS' SCHOOL,,55,,44.8,,,,35.2,,,,,,,50.3,,,,,,,,,,,,,,,,52.8,,,,1
415,20180415,M,237,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,,44.5,,50.3,,,55,53.2,,,,,52.1,,,,,,,,,,,,,,,,,,,,,,2
416,20180416,M,252,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,,46.8,,48.5,,,51.1,44.7,,,,,55.1,,,,,,,,,,,,,,,,,,,,,,1
417,20180417,M,252,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,,52.8,,55.5,,,63.2,55.8,,,,,58.5,,,,,,,,,,,,,,,,,,,,,,1
418,20180418,F,245,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,57.5,,,,,,,,56,,54.6,55,,,,,,,,,,,,,,,75,,,,,,,1
419,20180419,M,257,NA,IP (X),SCHOOL X,,62.9,,50.3,,,,,,,61.1,,,40.3,,,,65.4,,,,,,,,,,,,,,,,,2
420,20180420,M,261,NA,IP (X),SCHOOL X,,59.6,,71.8,,,,74.1,78.2,,,,61,,,,,,,,,,,,,,,,,,,,,,1
421,20180421,M,255,NA,IP (X),SCHOOL X,,52.4,,76,,,72.4,74.8,,,,,58.5,,,,,,,,,,,,,,,,,,,,,,1
422,20180422,M,250,NA,IP (X),SCHOOL X,,63.7,,37.4,,,,66.4,,,,,50.3,,40.8,,,,,,,,,,,,,,,,,,,,2
423,20180423,F,264,NA,IP (Y),SCHOOL Y,,65.7,,76.1,,,,78.2,76.2,,,,62.3,,,,,,,,,,,,,,,,,,,,,,1
424,20180424,M,255,NA,IP (X),SCHOOL X,,49.8,,74.9,,,68,70.9,,,,,,,,,,,,,,,,,,,,,,,58.7,,,,1
425,20180425,F,248,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,,63.6,,71.9,,,,67.7,75.4,,,,63.2,,,,,,,,,,,,,,,,,,,,,,1
426,20180426,M,240,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),,45.2,,59,,,,51.1,60.2,,,,49.8,,,,,,,,,,,,,,,,,,,,,,1
427,20180427,M,251,NA,IP (X),SCHOOL X,,63.4,,62,,,67.6,60.5,,,,,66.3,,,,,,,,,,,,,,,,,,,,,,2
428,20180428,M,252,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,46.9,,63.8,,,,61.6,65,,,,54.7,,,,,,,,,,,,,,,,,,,,,,1
429,20180429,F,261,NA,IP (Y),SCHOOL Y,,52.1,,46.6,,,68.5,67,,,,,,,,,51.3,,,,,,,,,,,,,,,,,,1
430,20180430,M,247,NA,IP (X),SCHOOL X,,59,,57.7,,,,,,67.4,,,64.4,,55.1,,,,,,,,,,,,,,,,,,,,1
431,20180431,M,261,NA,IP (X),SCHOOL X,,49.3,,46.7,,58.7,49,,,,,,,,,,,,,,,,,,,,,,,,44.9,,,,1
432,20180432,F,249,NA,JAE Ordinary Admission,CEDAR GIRLS' SECONDARY SCHOOL,,50,,51.5,,,,66.7,62.8,,,,45,,,,,,,,,,,,,,,,,,,,,,1
433,20180433,F,254,NA,IP (Y),SCHOOL Y,,55.3,,48.8,,,,44.4,52,,,,,,,,,,,,,,57.1,,,,,,,,,,,,1
434,20180434,F,257,NA,IP (Y),SCHOOL Y,,57.6,,46.3,,,,44.8,52.7,,,,60.9,,,,,,,,,,,,,,,,,,,,,,1
435,20180435,F,257,NA,IP (Y),SCHOOL Y,,50.8,,,,,,,,59.1,,,51.3,,,,49.5,,,,,,,,,,,42.8,,,,,,,1
436,20180436,F,261,NA,IP (Y),SCHOOL Y,,49.7,,51.1,,,,53,58,,,,47.9,,,,,,,,,,,,,,,,,,,,,,1
437,20180437,F,246,NA,DSA,CRESCENT GIRLS' SCHOOL,,57.9,,36.8,,,,62.1,61.7,,,,55.7,,,,,,,,,,,,,,,,,,,,,,2
438,20180438,M,264,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,,64.2,,55.8,,,,71.2,73.3,,,,70.6,,,,,,,,,,,,,,,,,,,,,,2
439,20180439,M,214,Repeat Yr1,DSA (CCA),ANGLICAN HIGH SCHOOL,,46.1,,46.8,,,,52.9,,,,,51.2,,,,,,,,,,,,,,,,,,,36.6,,,0
440,20180440,M,252,NA,IP (X),SCHOOL X,,51.8,,,,,,,,61.8,,,56.6,,52.3,,,,,,,,,,,,,55.3,,,,,,,1
441,20180441,F,243,NA,JAE Ordinary Admission,SINGAPORE CHINESE GIRLS' SCHOOL,,59.3,,52.8,,,,59,57.3,,,,47.6,,,,,,,,,,,,,,,,,,,,,,1
442,20180442,F,265,NA,IP (Y),SCHOOL Y,,53.3,,68.8,,,59.4,57.6,,,,,49.1,,,,,,,,,,,,,,,,,,,,,,1
443,20180443,M,242,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,50,,63.8,,,,69.6,66.5,,,,,,,,69,,,,,,,,,,,,,,,,,,1
444,20180444,F,260,NA,IP (Y),SCHOOL Y,80.4,,,92.1,,,89.6,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2
445,20180445,F,239,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),,50.7,,42.8,,,47.1,,,,,,56.5,,,,54.4,,,,,,,,,,,,,,,,,,1
446,20180446,F,255,NA,JAE Ordinary Admission,BUKIT PANJANG GOVT. HIGH SCHOOL,,53.7,,70.4,,,65.3,69.3,,,,,,,,,,,,,,,,64,,,,,,,,,,,1
447,20180447,M,256,NA,DSA (CCA),SCHOOL X,,58.5,,44.1,,,,57.3,,,,,56.6,,,,57.6,,,,,,,,,,,,,,,,,,1
448,20180448,M,244,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,52.5,,45,,,,63.9,60.6,56.6,,,,,,,,,,,,,,,,,,,,,,,,,2
449,20180449,F,255,NA,IP (Y),SCHOOL Y,,52.2,,,,,,,,,,,51.5,,,,,,,,43.4,49.7,,,,,,72.9,,,,,,,1
450,20180450,M,241,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,,51.6,,68.2,,,,54.1,,56.6,,,58,,,,,,,,,,,,,,,,,,,,,,1
451,20180451,F,260,NA,IP (Y),SCHOOL Y,,48.9,,47.7,,,,54.5,62.5,,,,,,,,,,,,,65.4,,,,,,,,,,,,,1
452,20180452,F,244,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,,54.5,,53.1,,,,46,48.4,,,,46.7,,,,,,,,,,,,,,,,,,,,,,1
453,20180453,M,255,NA,IP (X),SCHOOL X,,53.7,,37,,,,,,54,,,51.8,,,,51.8,,,,,,,,,,,,,,,,,,1
454,20180454,F,259,NA,IP (Y),SCHOOL Y,,52.9,,53,,,,41.6,62.5,,,,57.6,,,,,,,,,,,,,,,,,,,,,,1
455,20180455,M,257,NA,IP (X),SCHOOL X,,60.8,,79.3,,,,81.5,83,,,,68.4,,,,,,,,,,,,,,,,,,,,,,1
456,20180456,F,258,NA,IP (Y),SCHOOL Y,,60.3,,71.3,,,73.2,71.3,,,,,,,,,,,,,,68.9,,,,,,,,,,,,,1
457,20180457,F,258,NA,IP (Y),SCHOOL Y,,53.7,,73.2,54.3,,71.1,,,,,,57.6,,,,,,,,,,,,,,,,,,,,,,1
458,20180458,M,256,NA,IP (X),SCHOOL X,,56.8,,51.9,,,,66.2,69.6,,,,60.3,,,,,,,,,,,,,,,,,,,,,,1
459,20180459,M,266,NA,IP (X),SCHOOL X,,55.3,,50.9,,,50.1,50.1,,,,,,,,,,,,,,,,,,,,,,,63.1,,,,1
460,20180460,F,261,NA,IP (Y),SCHOOL Y,,62,,67.1,,,,52.4,63.7,,,,,,,,,,,,,,66.9,,,,,,,,,,,,1
461,20180461,F,265,NA,IP (Y),SCHOOL Y,,60.6,,42,,,51.1,50.3,,,,,52.9,,,,,,,,,,,,,,,,,,,,,,2
462,20180462,F,253,NA,JAE Ordinary Admission,ANDERSON SECONDARY SCHOOL,,54.5,,17,,,,,,56.9,,,37.2,,47.8,,,,,,,,,,,,,,,,,,,,1
463,20180463,M,237,NA,JAE Ordinary Admission,COMMONWEALTH SECONDARY SCHOOL,,60,,34,,,,,,70.2,,,50.9,,,,62,,,,,,,,,,,,,,,,,,1
464,20180464,M,237,NA,IP (X),SCHOOL X,,49.7,,55.8,,,63.3,57.5,,,,,51.7,,,,,,,,,,,,,,,,,,,,,,2
465,20180465,M,262,NA,IP (X),SCHOOL X,,56.2,,44.1,,,63.6,50.9,,,,,51.4,,,,,,,,,,,,,,,,,,,,,,1
466,20180466,M,259,NA,IP (X),SCHOOL X,,,62.1,45.4,,,,,,,55.3,,,,,52,,,,,,,,,,,,,,,,,,,2
467,20180467,F,259,NA,IP (Y),SCHOOL Y,,62,,51.1,,,,47.4,66.8,,,,55.4,,,,,,,,,,,,,,,,,,,,,,1
468,20180468,F,261,NA,IP (Y),SCHOOL Y,,51.3,,46.5,,,,47.8,47.3,,,,,,,,,,,,,54.6,,,,,,,,,,,,,1
469,20180469,M,262,NA,IP (X),SCHOOL X,,53.9,,63.6,,,,76.3,77.3,,,,63.3,,,,,,,,,,,,,,,,,,,,,,1
470,20180470,F,249,NA,JAE Ordinary Admission,ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,,52.1,,38.3,,,,,,56.7,,,54,,,,65.4,,,,,,,,,,,,,,,,,,1
471,20180471,F,250,NA,DSA (CCA),METHODIST GIRLS' SCHOOL (SECONDARY),,50.5,,40.5,,,53.3,56.9,,,,,56.4,,,,,,,,,,,,,,,,,,,,,,1
472,20180472,M,252,NA,IP (X),SCHOOL X,,48.2,,53.1,,,,57.1,50.9,,,,48.4,,,,,,,,,,,,,,,,,,,,,,1
473,20180473,F,233,NA,DSA (CCA),PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),,40.8,,42.5,,,40.3,41.7,,,,,,,,,41.9,,,,,,,,,,,,,,,,,,1
474,20180474,F,247,NA,IP (Y),SCHOOL Y,,53,,31.3,,,,38.7,38.5,,,,40.6,,,,,,,,,,,,,,,,,,,,,,1
475,20180475,M,236,NA,JAE Ordinary Admission,FUHUA SECONDARY SCHOOL,,53,,66.7,,,,64.3,73,,,,61.9,,,,,,,,,,,,,,,,,,,,,,1
476,20180476,F,263,NA,IP (Y),SCHOOL Y,,55.8,,67.1,,,,65.5,62.9,,,,,,,,,,,,,66.4,,,,,,,,,,,,,1
477,20180477,F,267,NA,IP (Y),SCHOOL Y,,53.4,,49.7,,,,,,62.2,,,46,,,,47.6,,,,,,,,,,,,,,,,,,1
478,20180478,F,250,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,51,,47.3,,,52.5,44.9,,,,,52.2,,,,,,,,,,,,,,,,,,,,,,1
479,20180479,M,251,NA,IP (X),SCHOOL X,,52.6,,51.5,,,56.7,55.4,,,,,56.2,,,,,,,,,,,,,,,,,,,,,,1
