NEWID,GENDER,PSLE,REPEAT,INTAKE,SEC SCHOOL,KI,GP,KI (A),MA2,FM2,CP2,PH2,CH2,BY2,EL2,EL2 (A),ELL2,EC2,EC2 (A),EH2,EH2 (A),EG2,EG2 (A),S1_2,S2_2,S3_2,S4_2,S5_2,FR2,GM2,JP2,SP2,MA1,PH1,CH1,EL1,EC1,EG1,S1_1,PW,MTL,P/F,RANK,%,MSG/GPA,PTS,NO OF CCA
20200293,M,0,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),,C,,MC,,,,MC,C,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,970,9,2.5,40,1
20200294,F,0,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,,E,,D,,B,E,,,,,,,,,,,,,,,,,,,A,,,,,,,,,A,B,Passed,745,30,3,60,1
20200295,F,0,NA,IP (Y),SCHOOL Y,,D,,E,,S,D,,,,,,S,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,984,8,5.3,36.25,1
20200296,F,0,NA,IP (Y),SCHOOL Y,,C,,S,,,,B,C,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,745,30,3.3,60,1
20200297,F,0,NA,IP (Y),SCHOOL Y,,B,,A,,,A,A,,,,,,,,,,,A,,,,,,,,,,,,,,,,B,A,Passed,23,97,1,78.75,1
20200298,M,0,NA,DSA,NAN CHIAU HIGH SCHOOL,,B,,A,,A,A,,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1.3,77.5,1
20200299,M,247,NA,DSA (CCA),NAN HUA HIGH SCHOOL,,E,,A,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,389,63,1.5,71.25,1
20200300,M,0,NA,IP (X),SCHOOL X,,D,,D,,,,D,,,,,D,,,,,,,,,D,,,,,,,,,,,,,B,B,Passed,895,16,4,50,1
20200301,F,0,NA,JAE Ordinary Admission,CEDAR GIRLS' SECONDARY SCHOOL,,C,,B,,,C,C,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,716,33,3,61.25,1
20200302,F,0,NA,IP (Y),SCHOOL Y,,B,,D,,,,A,A,,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,445,58,2.3,70,1
20200303,F,0,NA,IP (Y),SCHOOL Y,,B,,B,,,,A,A,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1.3,77.5,1
20200304,F,0,NA,IP (Y),SCHOOL Y,,B,,C,,,,D,E,,,,,,,,,,,,,C,,,,,,,,,,,,,A,A,Passed,830,22,3.8,56.25,1
20200305,F,0,NA,JAE Ordinary Admission,YISHUN TOWN SECONDARY SCHOOL,,C,,B,,,B,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,445,58,2,70,1
20200306,F,0,NA,IP (Y),SCHOOL Y,,B,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1.3,77.5,1
20200307,M,0,NA,IP (X),SCHOOL X,,D,,B,,,E,B,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,830,22,3.5,56.25,1
20200308,F,0,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),,D,,C,,,D,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,745,30,3,60,1
20200309,F,0,NA,IP (Y),SCHOOL Y,,B,,U,,,,,,B,,,S,,U,,,,,,,,,,,,,,,,,,,,B,C,Passed,1008,5,5.5,31.25,1
20200310,M,0,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,,D,,E,,,E,C,,,,,,,,,B,,,,,,,,,,,,,,,,,,A,A,Passed,860,19,3.8,53.75,1
20200311,F,0,NA,IP (Y),SCHOOL Y,,B,,A,,,A,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,23,97,1,78.75,1
20200312,F,0,NA,IP (Y),SCHOOL Y,,C,,B,,,B,B,,,,,,,,,,,,,,B,,,,,,,,,,,,,B,A,Passed,492,54,2,68.75,1
20200313,M,0,NA,IP (X),SCHOOL X,,D,,D,,,,E,U,,,,U,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,1016,5,5.8,28.75,1
20200314,M,0,NA,IP (X),SCHOOL X,,B,,A,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,205,80,1.5,75,1
20200315,M,0,NA,IP (X),SCHOOL X,,B,,C,,,,A,A,,,,C,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,389,63,2,71.25,1
20200316,F,0,NA,IP (Y),SCHOOL Y,,A,,A,,,,,,,A,,,,,A,,,,,,C,,,,,,,,,,,,,B,A,Passed,57,94,1.5,77.5,1
20200317,F,0,NA,IP (Y),SCHOOL Y,,C,,A,,A,A,,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1,77.5,1
20200318,F,0,NA,IP (Y),SCHOOL Y,,B,,A,,,B,A,,,,,,,,,,,,,,C,,,,,,,,,,,,,A,A,Passed,271,74,1.8,73.75,1
20200319,F,0,NA,IP (Y),SCHOOL Y,,C,,A,,,B,B,,,,,,,,,,,,,,B,,,,,,,,,,,,,A,A,Passed,389,63,1.8,71.25,2
20200320,M,0,NA,IP (X),SCHOOL X,,B,,A,,,A,A,,,,,,,,,,,,,,,,,B,,,,,,,,,,A,A,Passed,57,94,1.3,77.5,1
20200321,M,0,NA,IP (X),SCHOOL X,,B,,A,,,,A,A,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,151,85,1.5,76.25,1
20200322,F,0,NA,IP (Y),SCHOOL Y,,D,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,205,80,1.3,75,1
20200323,M,253,NA,DSA,CATHOLIC HIGH SCHOOL,,C,,D,,,,,,,C,,,D,,B,,,,,,,,,,,,,,,,,,,A,C,Passed,772,27,3.3,58.75,2
20200324,F,0,NA,IP (Y),SCHOOL Y,,C,,E,,,,A,B,,,,S,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,808,24,3.5,57.5,1
20200325,F,0,NA,IP (Y),SCHOOL Y,,C,,E,,,,C,E,,,,E,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,924,13,4.5,47.5,1
20200326,F,0,NA,IP (Y),SCHOOL Y,,C,,A,,,,A,E,,,,E,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,686,35,3,62.5,1
20200327,F,0,NA,IP (Y),SCHOOL Y,,A,,C,,,,,,C,,,C,,,,A,,,,,,,,,,,,,,,,,,A,B,Passed,537,49,2.5,67.5,1
20200328,F,0,NA,IP (Y),SCHOOL Y,,S,,A,,,A,A,,,,,,,,,C,,,,,,,,,,,,,,,,,,B,A,Passed,445,58,1.5,70,1
20200329,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,D,,U,,,,,,,,,D,,,,C,,,,EX,,,,,,,,,,,,,,A,A,Passed,999,6,4.7,33.75,1
20200330,F,0,NA,IP (Y),SCHOOL Y,,E,,A,,,,A,B,,,,,,,,,,,,,A,,,,,,,,,,,,,A,A,Passed,271,74,1.3,73.75,1
20200331,F,0,NA,IP (Y),SCHOOL Y,,B,,B,,A,,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,324,69,1.8,72.5,1
20200332,M,0,NA,IP (X),SCHOOL X,,D,,E,,,,B,U,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,934,12,4.5,46.25,1
20200333,M,0,NA,IP (X),SCHOOL X,,B,,A,,,,A,A,,,,A,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,23,97,1,78.75,2
20200334,F,0,NA,IP (Y),SCHOOL Y,,D,,D,,,C,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,686,35,2.8,62.5,1
20200335,F,0,NA,IP (Y),SCHOOL Y,,B,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1.3,77.5,1
20200336,F,0,NA,IP (Y),SCHOOL Y,,B,,A,,,A,A,,B,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1.3,77.5,1
20200337,F,242,NA,DSA,SWISS COTTAGE SECONDARY SCHOOL,,B,,D,,,,,,,B,,,B,,B,,,,,,,,,,,,,,,,,,,A,B,Passed,537,49,2.5,67.5,2
20200338,F,0,NA,IP (Y),SCHOOL Y,,B,,A,,,,A,A,,,,E,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,271,74,2,73.75,2
20200339,M,0,NA,IP (X),SCHOOL X,,B,,E,,,,,,,,,C,,C,,,,,,,,,,,,,,,,,,,B,A,B,Passed,808,24,3.4,57.5,1
20200340,F,0,NA,IP (Y),SCHOOL Y,,C,,A,,,A,B,,,,,,,,,,,,,,A,,,,,,,,,,,,,A,A,Passed,151,85,1.3,76.25,1
20200341,F,0,NA,IP (Y),SCHOOL Y,,D,,C,,,S,D,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,885,17,4,51.25,2
20200342,M,0,NA,IP (X),SCHOOL X,,B,,U,,,C,D,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,D,Passed,934,12,4.8,46.25,1
20200343,F,0,NA,IP (Y),SCHOOL Y,,B,,A,,,,A,A,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,205,80,1.8,75,2
20200344,F,0,NA,DSA (CCA),METHODIST GIRLS' SCHOOL (SECONDARY),,D,,A,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,389,63,1.8,71.25,2
20200345,M,0,NA,IP (X),SCHOOL X,,C,,U,,,U,S,,,,,S,,,,,,,,,,,,,,,,,,,,,,B,D,Failed,1045,2,6.5,17.5,1
20200346,M,254,Repeat Yr2,IP (X),SCHOOL X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,S,,,,,,0
20200347,F,0,NA,IP (Y),SCHOOL Y,,D,,C,,,,S,D,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,910,15,4.3,48.75,1
20200348,M,0,NA,IP (X),SCHOOL X,,C,,E,,,,E,C,,,,E,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,924,13,4.5,47.5,1
20200349,M,0,NA,IP (X),SCHOOL X,,B,,C,,,,A,B,,,,,,,,A,,,,,,,,,,,,,,,,,,B,A,Passed,271,74,1.8,73.75,1
20200350,M,0,NA,IP (X),SCHOOL X,,C,,D,,,,,,C,,,D,,,,,,,,,B,,,,,,,,,,,,,A,A,Passed,772,27,3.3,58.75,1
20200351,M,0,NA,IP (X),SCHOOL X,,B,,A,,,A,A,,,,,,,,,,,,,,C,,,,,,,,,,,,,B,A,Passed,151,85,1.5,76.25,1
20200352,M,0,NA,JAE Ordinary Admission,BOWEN SECONDARY SCHOOL,,D,,A,,,A,A,,,,,,,,,C,,,,,,,,,,,,,,,,,,A,E,Passed,271,74,1.5,73.75,1
20200353,M,0,NA,IP (X),SCHOOL X,,A,,A,,,A,A,,,,,,,,,,,,,,,,,A,,,,,,,,,,A,A,Passed,1,100,1,80,1
20200354,M,0,NA,DSA (CCA),BUKIT PANJANG GOVT. HIGH SCHOOL,,D,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,205,80,1.3,75,1
20200355,M,0,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,,D,,B,,,B,A,,,,,D,,,,,,,,,,,,,,,,,,,,,,B,C,Passed,537,49,2.3,67.5,1
20200356,M,0,NA,IP (X),SCHOOL X,,B,,A,,,A,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,23,97,1,78.75,2
20200357,M,259,Repeat Yr1,IP (X),SCHOOL X,,B,,S,,,,,,C,,,,,,,E,,,,,,,,,,,,,,,B,,,,A,Passed,924,13,4.3,47.5,1
20200358,F,0,NA,IP (Y),SCHOOL Y,,D,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,205,80,1.3,75,1
20200359,F,0,NA,IP (Y),SCHOOL Y,,B,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1.3,77.5,1
20200360,F,0,NA,IP (Y),SCHOOL Y,,B,,B,,,C,C,,,,,,,,,,,,,,B,,,,,,,,,,,,,A,A,Passed,580,45,2.5,66.25,1
20200361,F,0,NA,JAE Ordinary Admission,ANDERSON SECONDARY SCHOOL,,C,,A,,,,A,A,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1,77.5,1
20200362,M,0,NA,IP (X),SCHOOL X,,D,,S,,,,B,S,,,,E,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,964,10,4.8,41.25,1
20200363,M,0,NA,IP (X),SCHOOL X,,B,,C,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,271,74,1.8,73.75,1
20200364,M,0,NA,IP (X),SCHOOL X,,A,,A,,,A,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,1,100,1,80,1
20200365,F,0,NA,IP (Y),SCHOOL Y,,C,,A,,,B,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,324,69,1.8,72.5,1
20200366,M,0,NA,IP (X),SCHOOL X,,C,,E,,,B,D,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,745,30,3.3,60,0
20200367,F,0,NA,IP (Y),SCHOOL Y,,B,,A,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,205,80,1.5,75,1
20200368,F,0,NA,IP (Y),SCHOOL Y,,B,,D,,,,D,,,,,B,,C,,,,,,,,,,,,,,,,,,,,A,A,Passed,745,30,3.3,60,1
20200369,F,0,NA,IP (Y),SCHOOL Y,,C,,,,,,,,C,,,D,,,,B,,,,,,,,,,,B,,,,,,,B,A,Passed,716,33,2.9,61.25,2
20200370,M,0,NA,JAE Ordinary Admission,TANJONG KATONG SECONDARY SCHOOL,,B,,D,,,,A,A,B,,,,,,,,,,,,,,,,,,,,,,,,,A,S,Passed,324,69,2,72.5,1
20200371,M,0,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,,C,,A,,,A,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,205,80,1.5,75,1
20200372,M,0,NA,IP (X),SCHOOL X,,C,,B,,,,A,A,,,,D,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,389,63,2,71.25,1
20200373,M,0,NA,IP (X),SCHOOL X,,C,,U,,,,D,D,,,,E,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,951,11,5,42.5,1
20200374,M,233,NA,DSA,CLEMENTI TOWN SECONDARY SCHOOL,,C,,B,,,,A,A,,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,324,69,1.8,72.5,1
20200375,M,0,NA,IP (X),SCHOOL X,A,,,A,,,,,,,,,B,,,,A,,,,,,,,,,,,,,,,,,A,B,Passed,57,94,1.3,77.5,1
20200376,M,0,NA,IP (X),SCHOOL X,,C,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,151,85,1.3,76.25,1
20200377,M,244,NA,DSA (CCA),SCHOOL X,,D,,,,,,,,C,,,E,,,,B,,,,,,,,,,,E,,,,,,,B,D,Passed,860,19,3.6,53.75,1
20200378,M,0,NA,IP (X),SCHOOL X,,B,,A,,,,A,A,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,23,97,1,78.75,1
20200379,M,0,NA,IP (X),SCHOOL X,,B,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1.3,77.5,1
20200380,F,0,NA,IP (Y),SCHOOL Y,,C,,A,,,,A,A,,,,,,,,,,,,,B,,,,,,,,,,,,,A,A,Passed,151,85,1.3,76.25,1
20200381,F,0,NA,IP (Y),SCHOOL Y,,A,,A,,,,A,A,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,1,100,1,80,1
20200382,F,0,NA,IP (Y),SCHOOL Y,,B,,A,,,,,,,B,,,B,,B,,,,,,,,,,,,,,,,,,,A,A,Passed,324,69,1.8,72.5,2
20200383,M,0,NA,IP (X),SCHOOL X,,C,,E,,,C,C,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,841,21,3.8,55,1
20200384,M,0,NA,IP (X),SCHOOL X,,A,,E,,,D,,,,,,,,B,,,,,,,,,,,,,,,,,B,,,A,D,Passed,772,27,3.4,58.75,1
20200385,M,0,NA,IP (X),SCHOOL X,B,,,A,,,A,,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,205,80,1.5,75,2
20200386,M,0,NA,IP (X),SCHOOL X,,E,,B,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,537,49,2,67.5,1
20200387,M,0,NA,IP (X),SCHOOL X,,C,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,151,85,1.3,76.25,1
20200388,M,0,NA,IP (X),SCHOOL X,,C,,A,,,A,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,205,80,1.5,75,1
20200389,F,0,NA,IP (Y),SCHOOL Y,,B,,B,,,B,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,537,49,2.5,67.5,1
20200390,M,0,NA,IP (X),SCHOOL X,,B,,B,,,B,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,492,54,2.3,68.75,1
20200391,F,0,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,,C,,C,,,,B,B,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,629,41,2.5,65,1
20200392,F,0,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,,C,,C,,,,A,A,,,,,,,,B,,,,,,,,,,,,,,,,,,A,D,Passed,324,69,1.8,72.5,1
20200393,M,0,NA,IP (X),SCHOOL X,,C,,B,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,445,58,2,70,1
20200394,M,244,NA,DSA (CCA),CATHOLIC HIGH SCHOOL,,S,,U,,,U,U,,,,,,,,,,,,,,,,,,,,,,,,D,,,A,A,Failed,1058,1,6.6,8.75,1
20200395,F,0,NA,IP (Y),SCHOOL Y,,C,,B,,B,B,,,,,,S,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,686,35,3,62.5,1
20200396,F,0,NA,JAE Ordinary Admission,SWISS COTTAGE SECONDARY SCHOOL,,C,,U,,,,E,D,,,,E,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,970,9,5.3,40,1
20200397,F,0,NA,IP (Y),SCHOOL Y,,,A,,,,,,,,B,,,C,,,,B,,,,,,,,,,,,,,,,,A,B,Passed,445,58,2,70,2
20200398,M,0,NA,IP (X),SCHOOL X,,B,,C,,,,C,D,,,,D,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,808,24,3.5,57.5,1
20200399,M,0,NA,IP (X),SCHOOL X,,C,,A,,,A,A,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,324,69,2,72.5,1
20200400,M,0,NA,IP (X),SCHOOL X,,C,,A,,A,A,,,,,,B,,,,,,,,,,,,,,,,,,,,,,B,D,Passed,151,85,1.3,76.25,1
20200401,M,0,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,,D,,D,,,C,D,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,808,24,3.3,57.5,1
20200402,M,0,NA,IP (X),SCHOOL X,,D,,MC,,,C,U,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,1008,5,5,31.25,0
20200403,M,0,NA,IP (X),SCHOOL X,,D,,C,,,C,A,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,686,35,2.8,62.5,1
20200404,F,0,NA,IP (Y),SCHOOL Y,,B,,A,,,A,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,151,85,1.5,76.25,1
20200405,F,0,NA,JAE Ordinary Admission,METHODIST GIRLS' SCHOOL (SECONDARY),,B,,B,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,389,63,2,71.25,1
20200406,M,0,NA,IP (X),SCHOOL X,,C,,A,,A,,A,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,324,69,2,72.5,1
20200407,M,0,NA,IP (X),SCHOOL X,,B,,A,,A,A,,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,57,94,1.3,77.5,1
20200408,F,0,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,,D,,C,,,D,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,E,Passed,808,24,3.3,57.5,1
20200409,F,0,NA,IP (Y),SCHOOL Y,,C,,B,,,C,D,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,808,24,3.5,57.5,1
20200410,M,0,NA,IP (X),SCHOOL X,,B,,A,,,,,,,A,B,,,,,,A,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1.3,77.5,2
20200411,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,C,,D,,,,B,B,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,716,33,3,61.25,1
20200412,F,0,NA,IP (Y),SCHOOL Y,,S,,E,,,C,U,,,,,,,,,,,,,,,,,,,,,,,,U,,,A,E,Passed,1022,4,5.3,27.5,0
20200413,F,0,NA,IP (Y),SCHOOL Y,,D,,S,,,S,D,,,,,E,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,984,8,5.3,36.25,1
20200414,M,0,NA,IP (X),SCHOOL X,,C,,A,,,B,A,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,389,63,2,71.25,1
20200415,M,0,NA,IP (X),SCHOOL X,,B,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1.3,77.5,1
20200416,F,0,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,,C,,A,,,,A,A,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1,77.5,1
20200417,F,0,NA,JAE Ordinary Admission,BUKIT PANJANG GOVT. HIGH SCHOOL,,C,,,,,,,,B,,,C,,S,,,,,,,,,,,,,C,,,,,,,A,C,Passed,873,18,3.6,52.5,1
20200418,F,0,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,,D,,U,,,,C,E,,,,S,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,984,8,5.3,36.25,1
20200419,M,0,NA,IP (X),SCHOOL X,,B,,D,,,C,D,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,745,30,3.3,60,1
20200420,M,0,NA,IP (X),SCHOOL X,,B,,A,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,271,74,1.8,73.75,3
20200421,M,0,NA,IP (X),SCHOOL X,,A,,A,,,,,,,A,,,,,A,,,,,,A,,,,,,,,,,,,,A,A,Passed,1,100,1,80,2
20200422,F,0,NA,IP (Y),SCHOOL Y,,,B,B,,,,,,,B,,,C,,,,,,,,,,,,,,,,,,,,,A,A,Passed,537,49,2.3,67.5,2
20200423,F,0,NA,JAE Ordinary Admission,CHIJ KATONG CONVENT,,E,,U,,,,C,S,,,,,,,,,,,,E,,,,,,,,,,,,,,A,A,Passed,994,7,5.3,35,1
20200424,F,0,NA,IP (Y),SCHOOL Y,,,B,B,,,,,,,B,,,B,,,,,,,,,,,,,,,,,,,,,A,B,Passed,445,58,2,70,1
20200425,M,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,E,,B,,,B,A,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,580,45,2.3,66.25,1
20200426,M,0,NA,IP (X),SCHOOL X,,B,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1.3,77.5,2
20200427,F,0,NA,IP (Y),SCHOOL Y,,B,,U,,,,E,U,,,,E,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,1016,5,6,28.75,1
20200428,M,246,Repeat Yr1,DSA (CCA),RAFFLES INSTITUTION,,D,,B,,,S,B,,,,,,,,,,,,,,,,,,,,,,,,B,,,,E,Passed,841,21,3.1,55,1
20200429,F,0,NA,IP (Y),SCHOOL Y,,C,,D,,,,A,D,,,,E,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,808,24,3.5,57.5,1
20200430,M,0,NA,IP (X),SCHOOL X,,C,,B,,,,,,,C,,,D,,D,,,,,,,,,,,,,,,,,,,A,B,Passed,772,27,3.3,58.75,1
20200431,F,0,NA,IP (Y),SCHOOL Y,,C,,C,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,537,49,2.3,67.5,1
20200432,M,0,NA,IP (X),SCHOOL X,,,A,A,,,,,,,B,,,A,,,,,,,,,,,,,,,,,,,,,A,B,Passed,57,94,1.3,77.5,1
20200433,F,0,NA,IP (Y),SCHOOL Y,,B,,B,,A,A,,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1.3,77.5,1
20200434,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,D,,E,,,,C,D,,,,E,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,910,15,4.3,48.75,1
20200435,M,0,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,,D,,A,,,,B,A,,,,C,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,389,63,1.8,71.25,1
20200436,F,0,NA,IP (Y),SCHOOL Y,,B,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1.3,77.5,1
20200437,F,0,NA,IP (Y),SCHOOL Y,A,,,MC,,,,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,841,21,1.7,55,1
20200438,F,0,NA,IP (Y),SCHOOL Y,,B,,B,,,B,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,445,58,2,70,1
20200439,F,232,NA,DSA (CCA),METHODIST GIRLS' SCHOOL (SECONDARY),,B,,A,,,,,,A,,,B,,A,,,,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1.3,77.5,1
20200440,M,0,NA,IP (X),SCHOOL X,,C,,D,,,,B,B,C,,,,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,656,38,2.8,63.75,1
20200441,M,0,NA,IP (X),SCHOOL X,,B,,B,,,D,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,445,58,2.3,70,1
20200442,F,0,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,,C,,B,,,,B,B,,,B,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,492,54,2,68.75,1
20200443,F,0,NA,IP (Y),SCHOOL Y,,C,,C,,,,C,,,,,,,,,,,,,D,,A,,,,,,,,,,,,A,A,Passed,656,38,2.8,63.75,1
20200444,F,0,NA,JAE Ordinary Admission,BUKIT PANJANG GOVT. HIGH SCHOOL,,D,,C,,,,A,C,,,,,,,,,,,,D,,,,,,,,,,,,,,A,A,Passed,686,35,2.8,62.5,1
20200445,F,0,NA,IP (Y),SCHOOL Y,,C,,A,,,,A,A,,,,,,,,,,,A,,,,,,,,,,,,,,,A,A,Passed,57,94,1,77.5,1
20200446,F,0,NA,IP (Y),SCHOOL Y,,B,,B,,,,,,,A,,,B,,C,,,,,,,,,,,,,,,,,,,A,C,Passed,389,63,2,71.25,1
