NEWID,GENDER,PSLE,REPEAT,INTAKE,SEC SCHOOL,GP,KI,KI (A),MA2,FM2,CP2,PH2,CH2,BY2,EL2,EL2 (A),ELL2,EC2,EC2 (A),EH2,EH2 (A),EG2,EG2 (A),S1_2,S2_2,S3_2,S4_2,S5_2,FR2,GM2,SP2,MA1,PH1,CH1,EL1,EC1,EH1,EG1,JP1,PW,MTL,P/F,RANK,%,MSG/GPA,PTS,NO OF CCA
20190294,F,267,NA,IP (Y),SCHOOL Y,B,,,A,,,,A,A,,,,,,,,,,,,,,,,,,,,,,A,,,,A,A,Passed,18,98,1,78.75,1
20190295,F,267,NA,IP (Y),SCHOOL Y,C,,,C,,,,C,A,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,455,59,2.5,65,2
20190296,F,260,NA,IP (Y),SCHOOL Y,B,,,E,,B,B,,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,493,55,3,63.75,1
20190297,M,265,NA,IP (X),SCHOOL X,C,,,A,,A,,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,46,95,1,77.5,1
20190298,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,E,,,U,,,,,,C,,,E,,D,,,,,,,,,,,,,,,,,,,,A,B,Passed,948,14,4.8,42.5,1
20190299,F,262,NA,IP (Y),SCHOOL Y,A,,,E,,,,,,,B,,,B,,A,,,,,,,,,,,,,,,,,,,A,A,Passed,297,73,2.5,70,1
20190300,F,260,NA,IP (Y),SCHOOL Y,C,,,B,,,B,A,,,,,,,,,,,,,,A,,,,,,,,,,,,,A,A,Passed,183,83,1.5,73.75,1
20190301,F,264,NA,IP (Y),SCHOOL Y,C,,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,104,90,1.3,76.25,1
20190302,F,262,NA,IP (Y),SCHOOL Y,B,,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,46,95,1.3,77.5,1
20190303,M,257,NA,IP (X),SCHOOL X,D,,,S,,,,E,D,,,,E,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,968,13,5,41.25,1
20190304,M,0,NA,JAE Ordinary Admission,BEDOK GREEN SECONDARY SCHOOL,E,,,B,,,A,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,337,69,1.8,68.75,1
20190305,M,264,NA,IP (X),SCHOOL X,C,,,B,,,,A,A,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,229,79,1.8,72.5,1
20190306,M,256,NA,IP (X),SCHOOL X,D,,,A,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,229,79,1.5,72.5,1
20190307,F,266,NA,IP (Y),SCHOOL Y,B,,,A,,,,B,,,,,B,,,,,,,,,B,,,,,,,,,,,,,A,A,Passed,229,79,1.8,72.5,2
20190308,F,266,NA,IP (Y),SCHOOL Y,B,,,D,,,,B,B,,,,,,,,B,,,,,,,,,,,,,,,,,,A,A,Passed,372,66,2.5,67.5,2
20190309,M,0,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,D,,,C,,,B,C,,,,,,,,,,,,,C,,,,,,,,,,,,,,A,A,Passed,569,48,2.8,61.25,1
20190310,F,0,NA,IP (Y),SCHOOL Y,D,,,D,,,,D,C,,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,732,34,3.5,55,1
20190311,M,257,NA,IP (X),SCHOOL X,B,,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,46,95,1.3,77.5,2
20190312,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,E,,,S,,,,E,,C,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,874,21,4.3,47.5,2
20190313,M,0,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,D,,,U,,,,E,C,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,934,16,4.8,43.75,1
20190314,M,254,NA,IP (X),SCHOOL X,C,,,A,,,A,,,B,,,B,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,183,83,1.5,73.75,1
20190315,F,0,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,C,,,D,,,,D,D,,,,D,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,803,27,4,51.25,1
20190316,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,D,,,B,,,B,D,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,602,45,3,60,1
20190317,M,255,NA,IP (X),SCHOOL X,C,,,B,,,A,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,229,79,1.8,72.5,2
20190318,M,262,NA,IP (X),SCHOOL X,B,,,A,,,A,A,,,,,,,,,,,,,,B,,,,,,,,,,,,,A,A,Passed,46,95,1.3,77.5,1
20190319,M,262,NA,IP (X),SCHOOL X,B,,,B,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,229,79,1.8,72.5,2
20190320,M,0,NA,JAE Ordinary Admission,FAIRFIELD METHODIST SCHOOL (SECONDARY),C,,,A,,,,A,,,,,A,,,,A,,,,,,,,,,,,,,,,,,A,A,Passed,46,95,1,77.5,1
20190321,M,0,NA,JAE Ordinary Admission,COMMONWEALTH SECONDARY SCHOOL,C,,,D,,,A,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,D,Passed,410,63,2.5,66.25,1
20190322,M,0,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,B,,,A,,,A,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,S,Passed,183,83,1.8,73.75,1
20190323,M,254,NA,IP (X),SCHOOL X,B,,,C,,,B,D,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,455,59,2.8,65,1
20190324,F,0,NA,JAE Ordinary Admission,CEDAR GIRLS' SECONDARY SCHOOL,C,,,B,,D,B,,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,D,Passed,569,48,3,61.25,2
20190325,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,C,,,C,,,B,D,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,674,39,3.5,57.5,1
20190326,F,244,NA,Appeals (Academic),CRESCENT GIRLS' SCHOOL,E,,,S,,,,D,E,,,,E,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,980,11,5,40,1
20190327,F,262,NA,IP (Y),SCHOOL Y,C,,,U,,,,C,B,,,,,,,,,,,,,,,,,,,,,,C,,,,A,A,Passed,874,21,3.9,47.5,1
20190328,F,256,NA,IP (Y),SCHOOL Y,C,,,A,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,183,83,1.5,73.75,1
20190329,M,256,NA,IP (X),SCHOOL X,B,,,B,,,B,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,337,69,2.3,68.75,1
20190330,M,255,NA,IP (X),SCHOOL X,C,,,D,,,,B,,B,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,493,55,2.8,63.75,1
20190331,F,264,NA,IP (Y),SCHOOL Y,B,,,,,,,,,B,,,E,,,,,,B,,,,,,,,U,,,,,,,,B,B,Passed,759,31,3.6,53.75,1
20190332,M,0,NA,IP (X),SCHOOL X,,B,,A,,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,229,79,1.8,72.5,2
20190333,F,261,NA,IP (Y),SCHOOL Y,C,,,U,,,,,,,,,B,,C,,,,,,,B,,,,,,,,,,,,,A,A,Passed,674,39,3.5,57.5,1
20190334,M,256,NA,IP (X),SCHOOL X,D,,,C,,,B,A,,,,,,,,,,,,,,A,,,,,,,,,,,,,A,A,Passed,260,76,1.8,71.25,2
20190335,M,0,NA,IP (X),SCHOOL X,,B,,A,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,46,95,1.3,77.5,2
20190336,M,261,NA,IP (X),SCHOOL X,C,,,,,,,,,D,,,C,,,,D,,,,,,,,,,B,,,,,,,,A,A,Passed,702,36,3.4,56.25,1
20190337,M,0,NA,JAE Ordinary Admission,YUYING SECONDARY SCHOOL,C,,,A,,,A,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,141,87,1.5,75,1
20190338,F,269,NA,IP (Y),SCHOOL Y,D,,,D,,D,E,,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,848,23,4.3,48.75,2
20190339,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,E,,,S,,,,S,E,,,,E,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,1041,6,5.5,32.5,2
20190340,M,257,NA,IP (X),SCHOOL X,D,,,B,,,,B,B,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,455,59,2.5,65,1
20190341,M,259,NA,IP (X),SCHOOL X,C,,,A,,A,,A,,,,,,,,,,,,,,B,,,,,,,,,,,,,A,A,Passed,104,90,1.3,76.25,1
20190342,M,0,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,D,,,E,,,D,E,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,D,Passed,848,23,4.3,48.75,1
20190343,M,0,NA,DSA,ST. JOSEPH'S INSTITUTION,E,,,A,A,,A,,,,,,,,,,,,B,,,,,,,,,,,,,,,,A,A,Passed,183,83,1.3,73.75,2
20190344,M,0,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,D,,,D,,,C,D,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,732,34,3.5,55,1
20190345,M,0,NA,JAE Ordinary Admission,GAN ENG SENG SCHOOL,E,,,B,,,,A,B,,,,E,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,455,59,2.5,65,1
20190346,M,255,NA,IP (X),SCHOOL X,B,,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,46,95,1.3,77.5,1
20190347,F,231,NA,IP (Y),SCHOOL Y,C,,,S,,,,,,,,,C,,C,,,,,,,,,,,,,,D,,,,,,A,A,Passed,848,23,4,48.75,1
20190348,F,244,NA,IP (Y),SCHOOL Y,B,,,D,,,,E,B,,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,644,42,3.5,58.75,1
20190349,M,0,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,E,,,E,,,E,C,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,D,Passed,874,21,4.3,47.5,0
20190350,M,0,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,D,,,C,,,,A,B,,,,,,,,,,,,B,,,,,,,,,,,,,,A,B,Passed,337,69,2,68.75,1
20190351,M,241,NA,IP (X),SCHOOL X,D,,,B,,,C,C,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,D,Passed,644,42,3.3,58.75,1
20190352,M,232,NA,IP (X),SCHOOL X,C,,,D,,,D,D,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,759,31,3.8,53.75,1
20190353,M,251,NA,IP (X),SCHOOL X,E,,,B,,,D,C,,,,,S,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,784,29,3.8,52.5,1
20190354,F,0,NA,IP (Y),SCHOOL Y,C,,,,,,,,,,,D,D,,,,,,B,,,,,,,,A,,,,,,,,A,A,Passed,602,45,3,60,1
20190355,F,272,NA,IP (Y),SCHOOL Y,B,,,A,,,A,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,18,98,1,78.75,1
20190356,M,261,NA,IP (X),SCHOOL X,B,,,S,,,,B,B,,,,,,,,,,,,,,,,,,,,,,B,,,,A,B,Passed,674,39,3.1,57.5,1
20190357,F,0,NA,JAE Ordinary Admission,SWISS COTTAGE SECONDARY SCHOOL,E,,,U,,,,U,B,,,,E,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,1041,6,5.3,32.5,1
20190358,M,256,NA,IP (X),SCHOOL X,D,,,C,,,D,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,674,39,3.3,57.5,1
20190359,F,260,NA,IP (Y),SCHOOL Y,C,,,C,,,C,D,,,,,D,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,702,36,3.5,56.25,1
20190360,F,256,NA,IP (Y),SCHOOL Y,D,,,U,,,,B,E,,,,,,,,,,,,,,,,,,,,,,E,,,,A,B,Passed,995,10,4.7,38.75,1
20190361,M,254,NA,IP (X),SCHOOL X,B,,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,46,95,1.3,77.5,1
20190362,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,D,,,A,,,B,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,260,76,1.8,71.25,2
20190363,M,257,NA,IP (X),SCHOOL X,D,,,D,,,,D,C,,,,B,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,674,39,3.3,57.5,1
20190364,M,257,NA,IP (X),SCHOOL X,,,B,,,,,,,,B,,,E,,B,,,,,,,,,,,,,,,,,,,A,B,Passed,539,51,2.8,62.5,1
20190365,M,0,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,C,,,A,,,B,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,372,66,2.3,67.5,2
20190366,M,0,NA,JAE Ordinary Admission,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",D,,,D,,,B,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,B,E,Passed,602,45,3,60,1
20190367,F,253,NA,IP (Y),SCHOOL Y,A,,,A,,,,A,B,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,104,90,1.5,76.25,1
20190368,F,0,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,D,,,E,,,E,D,,B,,,,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,803,27,4,51.25,1
20190369,M,253,NA,IP (X),SCHOOL X,E,,,E,,,C,D,,,,,,,,,,,,,,,,,,,,,,,E,,,,B,B,Passed,874,21,4.1,47.5,1
20190370,F,0,NA,JAE Ordinary Admission,TANJONG KATONG GIRLS' SCHOOL,C,,,U,,,B,E,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,784,29,4,52.5,1
20190371,M,257,NA,IP (X),SCHOOL X,B,,,,,,,,,B,,,S,,E,,,,,,,,,,,,B,,,,,,,,A,A,Passed,829,25,4,50,0
20190372,F,265,NA,IP (Y),SCHOOL Y,E,,,C,,,,E,D,,,,S,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,915,17,4.5,45,1
20190373,F,0,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,D,,,U,,,,S,E,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,1034,7,5.5,33.75,1
20190374,F,254,NA,IP (Y),SCHOOL Y,B,,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,46,95,1.3,77.5,2
20190375,F,0,NA,JAE Ordinary Admission,WOODLANDS SECONDARY SCHOOL,E,,,E,,,,E,,,,,B,,,,,,,,,B,,,,,,,,,,,,,A,A,Passed,732,34,3.5,55,1
20190376,M,0,NA,JAE Ordinary Admission,BEATTY SECONDARY SCHOOL,S,,,S,,,D,D,,,,,,,,,,,,,D,,,,,,,,,,,,,,B,A,Passed,948,14,4.5,42.5,1
20190377,M,262,NA,IP (X),SCHOOL X,C,,,B,,,C,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,455,59,2.5,65,1
20190378,F,266,NA,IP (Y),SCHOOL Y,B,,,B,,,,,,,C,,,B,,C,,,,,,,,,,,,,,,,,,,A,A,Passed,410,63,2.5,66.25,2
20190379,M,0,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,B,,,E,,,B,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,E,Passed,569,48,3.3,61.25,1
20190380,F,0,NA,JAE Ordinary Admission,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,D,,,D,,,,D,B,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,732,34,3.5,55,0
20190381,F,259,NA,IP (Y),SCHOOL Y,B,,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,46,95,1.3,77.5,2
20190382,F,258,NA,IP (Y),SCHOOL Y,E,,,C,,,,,,,B,,,C,,B,,,,,,,,,,,,,,,,,,,B,B,Passed,539,51,2.5,62.5,1
20190383,M,260,NA,IP (X),SCHOOL X,A,,,A,,,A,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,1,100,1,80,1
20190384,F,265,NA,IP (Y),SCHOOL Y,D,,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,141,87,1.3,75,1
20190385,F,249,NA,DSA (CCA),CHIJ ST. NICHOLAS GIRLS' SCHOOL,C,,,E,,,,E,E,,,,D,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,915,17,4.8,45,2
20190386,F,268,NA,IP (Y),SCHOOL Y,C,,,C,,,D,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,644,42,3.3,58.75,1
20190387,M,0,NA,JAE Ordinary Admission,ANGLO-CHINESE SCHOOL (INDEPENDENT),C,,,E,,,C,C,,,,,,,,,B,,,,,,,,,,,,,,,,,,A,E,Passed,602,45,3.3,60,1
20190388,M,240,NA,IP (X),SCHOOL X,E,,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,A,D,Passed,183,83,1.3,73.75,2
20190389,M,256,NA,IP (X),SCHOOL X,B,,,U,,,E,C,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,900,19,4.8,46.25,1
20190390,M,264,NA,IP (X),SCHOOL X,B,,,C,,,,,,D,,,A,,,,,,,,,C,,,,,,,,,,,,,A,A,Passed,455,59,2.8,65,1
20190391,M,245,NA,DSA,CATHOLIC HIGH SCHOOL,B,,,C,,,,,,,B,,,D,,B,,,,,,,,,,,,,,,,,,,A,S,Passed,455,59,2.8,65,1
20190392,M,259,NA,IP (X),SCHOOL X,B,,,A,,,A,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,18,98,1,78.75,2
20190393,M,241,NA,IP (X),SCHOOL X,D,,,B,,,D,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,D,Passed,602,45,3,60,1
20190394,M,253,NA,IP (X),SCHOOL X,D,,,A,,,A,B,,,,,,,,,,,,,,B,,,,,,,,,,,,,A,A,Passed,229,79,1.5,72.5,1
20190395,M,258,NA,IP (X),SCHOOL X,A,,,A,,,A,A,,,,,,,,,A,,,,,,,,,,,,,,,,,,A,B,Passed,1,100,1,80,1
20190396,F,258,NA,IP (Y),SCHOOL Y,B,,,C,,,,B,C,,,,,,,,,,,,,B,,,,,,,,,,,,,A,A,Passed,410,63,2.5,66.25,1
20190397,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,E,,,C,,,,C,D,,,,D,,,,,,,,,,,,,,,,,,,,,,A,E,Passed,759,31,3.5,53.75,1
20190398,F,0,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,C,,,B,,,,B,,,,,B,,B,,,,,,,,,,,,,,,,,,,,A,A,Passed,337,69,2,68.75,2
20190399,M,0,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,D,,,S,,,,U,D,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,1022,8,5.3,36.25,1
20190400,F,244,NA,IP (Y),SCHOOL Y,D,,,B,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,337,69,2,68.75,2
20190401,M,256,NA,IP (X),SCHOOL X,B,,,D,,,D,S,,,,,D,,,,,,,,,,,,,,,,,,,,,,B,C,Passed,848,23,4.5,48.75,1
20190402,M,251,NA,IP (X),SCHOOL X,D,,,C,,,C,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,569,48,2.8,61.25,1
20190403,M,260,NA,IP (X),SCHOOL X,C,,,C,,,S,D,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,874,21,4.5,47.5,1
20190404,F,267,NA,IP (Y),SCHOOL Y,B,,,D,,,,B,B,,,,,,,,,,,,,B,,,,,,,,,,,,,A,A,Passed,372,66,2.5,67.5,1
20190405,M,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,C,,,B,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,B,E,Passed,297,73,2,70,2
20190406,M,257,NA,IP (X),SCHOOL X,E,,,S,,,U,,,,,,U,,,,,,,,,,,,,,,,C,,,,,,B,B,Failed,1091,1,6.1,17.5,1
20190407,F,0,NA,JAE Ordinary Admission,METHODIST GIRLS' SCHOOL (SECONDARY),C,,,E,,,E,D,,C,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,829,25,4.3,50,1
20190408,F,228,NA,Appeals (Academic),CHIJ KATONG CONVENT,D,,,C,,,B,B,,,,,,,,,B,,,,,,,,,,,,,,,,,,A,A,Passed,410,63,2.3,66.25,1
20190409,F,265,NA,IP (Y),SCHOOL Y,C,,,S,,,,B,C,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,674,39,3.5,57.5,1
20190410,F,247,NA,IP (Y),SCHOOL Y,B,,,MC,,,,B,B,,,,D,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,702,36,2.7,56.25,1
20190411,F,238,NA,IP (Y),SCHOOL Y,D,,,S,,,,C,E,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,900,19,4.5,46.25,1
20190412,F,0,NA,JAE Ordinary Admission,ANDERSON SECONDARY SCHOOL,C,,,U,,,D,D,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,874,21,4.5,47.5,1
20190413,F,0,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (YISHUN),E,,,D,,,D,MC,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,980,11,4.3,40,1
20190414,F,259,NA,IP (Y),SCHOOL Y,C,,,D,,,E,C,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,784,29,4,52.5,1
20190415,M,259,NA,IP (X),SCHOOL X,B,,,U,,,E,,,,,,C,,,,D,,,,,,,,,,,,,,,,,,A,A,Passed,900,19,4.8,46.25,1
20190416,F,261,NA,IP (Y),SCHOOL Y,C,,,D,,,,,,,,,B,,,,,,,,B,,B,,,,,,,,,,,,A,A,Passed,410,63,2.5,66.25,1
20190417,M,257,NA,IP (X),SCHOOL X,B,,,B,,,B,C,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,493,55,3,63.75,1
20190418,M,250,NA,IP (X),SCHOOL X,D,,,C,,,,E,C,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,759,31,3.8,53.75,1
20190419,M,257,NA,IP (X),SCHOOL X,B,,,A,,,A,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,18,98,1,78.75,1
20190420,F,250,NA,IP (Y),SCHOOL Y,MC,,,E,,,,S,,MC,,,,,,,,,,,,,,,,,,,,,B,,,,A,B,Passed,1074,3,4.8,23.75,1
20190421,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,S,,,C,,,,B,C,,,,E,,,,,,,,,,,,,,,,,,,,,,A,D,Passed,732,34,3.3,55,1
20190422,F,248,NA,DSA,METHODIST GIRLS' SCHOOL (SECONDARY),A,,,A,,,,A,A,,,,,,,,A,,,,,,,,,,,,,,,,,,A,B,Passed,1,100,1,80,1
20190423,F,216,NA,IP (Y),SCHOOL Y,S,,,S,,,S,,,,,,E,,,,,,,,,,,,,,,,,,,,U,,A,B,Passed,1078,3,5.9,22.5,1
20190424,M,262,NA,IP (X),SCHOOL X,D,,,D,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,372,66,2.3,67.5,2
20190425,M,0,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),B,,,E,,,C,B,,,,,,,,,,,,,,C,,,,,,,,,,,,,A,A,Passed,569,48,3.3,61.25,2
20190426,M,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,B,,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,46,95,1.3,77.5,1
20190427,F,272,NA,IP (Y),SCHOOL Y,D,,,C,,,B,A,,,,,,,,,,,,,,B,,,,,,,,,,,,,A,A,Passed,337,69,2,68.75,1
20190428,F,247,NA,IP (Y),SCHOOL Y,C,,,S,,,,S,,D,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,980,11,5,40,0
20190429,F,0,NA,JAE Ordinary Admission,METHODIST GIRLS' SCHOOL (SECONDARY),C,,,B,,,B,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,E,Passed,410,63,2.5,66.25,1
20190430,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,D,,,C,,,,A,D,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,602,45,3,60,1
20190431,F,0,NA,IP (Y),SCHOOL Y,,A,,A,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,1,100,1,80,2
20190432,M,0,NA,JAE Ordinary Admission,ST. JOSEPH'S INSTITUTION,D,,,E,,,D,E,,,,,,,,,,,,,S,,,,,,,,,,,,,,A,A,Passed,968,13,5,41.25,1
20190433,F,256,NA,IP (Y),SCHOOL Y,C,,,D,,,,B,B,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,410,63,2.5,66.25,1
20190434,F,254,NA,IP (Y),SCHOOL Y,C,,,U,,,E,E,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,1007,9,5.5,37.5,1
20190435,F,0,NA,JAE Ordinary Admission,TANJONG KATONG GIRLS' SCHOOL,D,,,C,,,D,E,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,702,36,3.5,56.25,1
20190436,F,262,NA,IP (Y),SCHOOL Y,C,,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,104,90,1.3,76.25,1
20190437,F,262,NA,IP (Y),SCHOOL Y,B,,,D,,,S,E,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,934,16,5,43.75,1
20190438,M,0,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,B,,,A,,,A,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,18,98,1,78.75,1
20190439,M,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,D,,,B,,,,B,A,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,297,73,1.8,70,1
20190440,F,258,NA,IP (Y),SCHOOL Y,C,,,U,,,,E,S,,,,,,,,,,,,,,,,,,,,,,C,,,,A,C,Passed,1059,4,5.6,30,1
20190441,M,251,NA,IP (X),SCHOOL X,D,,,S,,,,E,,,,,E,,,,C,,,,,,,,,,,,,,,,,,A,A,Passed,934,16,4.8,43.75,1
20190442,F,249,NA,IP (Y),SCHOOL Y,B,,,S,,,,B,D,,,,,,B,,,,,,,,,,,,,,,,,,,,A,A,Passed,644,42,3.5,58.75,1
20190443,F,0,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,C,,,S,,,,B,C,,,,,,C,,,,,,,,,,,,,,,,,,,,A,A,Passed,674,39,3.5,57.5,1
